里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
013K+800,國5,121.7054924,24.94739813,266.08,M,013K+800,國道
013K+900,國5,121.7063658,24.94697502,262.64,M,013K+900,國道
014K+000,國5,121.7072816,24.94663377,259.03,M,014K+000,國道
014K+100,國5,121.7082014,24.94630118,255.44,M,014K+100,國道
014K+200,國5,121.7090827,24.9458931,251.82,M,014K+200,國道
014K+300,國5,121.7098777,24.94535788,248.2,M,014K+300,國道
014K+400,國5,121.7105698,24.94471477,244.54,M,014K+400,國道
014K+500,國5,121.7111385,24.94397737,240.99,M,014K+500,國道
014K+600,國5,121.7116352,24.94319682,238.39,M,014K+600,國道
014K+700,國5,121.712124,24.94241185,236.83,M,014K+700,國道
014K+800,國5,121.7126129,24.94162687,235.27,M,014K+800,國道
014K+900,國5,121.7131017,24.9408419,233.72,M,014K+900,國道
015K+000,國5,121.7135905,24.94005692,232.16,M,015K+000,國道
015K+100,國5,121.7140793,24.93927194,230.6,M,015K+100,國道
015K+200,國5,121.7145834,24.93849509,229.28,M,015K+200,國道
015K+300,國5,121.7151302,24.93774276,228.06,M,015K+300,國道
015K+400,國5,121.7157294,24.93702447,226.83,M,015K+400,國道
015K+500,國5,121.7163826,24.93634649,225.6,M,015K+500,國道
015K+600,國5,121.7170773,24.93570363,224.38,M,015K+600,國道
015K+700,國5,121.7177894,24.93507641,223.14,M,015K+700,國道
015K+800,國5,121.7184956,24.93444383,221.92,M,015K+800,國道
015K+900,國5,121.7191698,24.93378299,220.7,M,015K+900,國道
016K+000,國5,121.7197927,24.93308153,219.48,M,016K+000,國道
016K+100,國5,121.7203631,24.93234388,218.27,M,016K+100,國道
016K+200,國5,121.7208897,24.93157958,217.02,M,016K+200,國道
016K+300,國5,121.7213936,24.93080253,215.82,M,016K+300,國道
016K+400,國5,121.7218975,24.93002549,214.62,M,016K+400,國道
016K+500,國5,121.7224014,24.92924844,213.42,M,016K+500,國道
016K+600,國5,121.7229052,24.92847139,212.22,M,016K+600,國道
016K+700,國5,121.7234091,24.92769433,211.02,M,016K+700,國道
016K+800,國5,121.723913,24.92691728,209.82,M,016K+800,國道
016K+900,國5,121.7244168,24.92614023,208.62,M,016K+900,國道
017K+000,國5,121.7249256,24.9253659,207.42,M,017K+000,國道
017K+100,國5,121.7254487,24.92459951,206.23,M,017K+100,國道
017K+200,國5,121.7259875,24.92384224,205.05,M,017K+200,國道
017K+300,國5,121.7265442,24.92309582,203.85,M,017K+300,國道
017K+400,國5,121.727118,24.92236024,202.66,M,017K+400,國道
017K+500,國5,121.7277081,24.92163553,201.47,M,017K+500,國道
017K+600,國5,121.7283115,24.92091986,200.27,M,017K+600,國道
017K+700,國5,121.7289331,24.92021734,199.07,M,017K+700,國道
017K+800,國5,121.7295678,24.91952463,197.86,M,017K+800,國道
017K+900,國5,121.7302169,24.91884314,196.66,M,017K+900,國道
018K+000,國5,121.7308821,24.91817461,195.45,M,018K+000,國道
018K+100,國5,121.731562,24.91751859,194.24,M,018K+100,國道
018K+200,國5,121.7322569,24.91687565,193.03,M,018K+200,國道
018K+300,國5,121.732965,24.9162449,191.81,M,018K+300,國道
018K+400,國5,121.7336868,24.91562719,190.58,M,018K+400,國道
018K+500,國5,121.7344218,24.9150226,189.36,M,018K+500,國道
018K+600,國5,121.7351691,24.91443061,188.14,M,018K+600,國道
018K+700,國5,121.735926,24.91384892,186.88,M,018K+700,國道
018K+800,國5,121.7366835,24.9132678,185.63,M,018K+800,國道
018K+900,國5,121.737441,24.91268669,184.37,M,018K+900,國道
019K+000,國5,121.7381984,24.91210556,183.12,M,019K+000,國道
019K+100,國5,121.7389559,24.91152444,181.86,M,019K+100,國道
019K+200,國5,121.7397133,24.91094331,180.6,M,019K+200,國道
019K+300,國5,121.7404708,24.91036217,179.35,M,019K+300,國道
019K+400,國5,121.7412282,24.90978104,178.09,M,019K+400,國道
019K+500,國5,121.7419856,24.90919989,176.84,M,019K+500,國道
019K+600,國5,121.742743,24.90861875,175.58,M,019K+600,國道
019K+700,國5,121.7435005,24.9080376,174.32,M,019K+700,國道
019K+800,國5,121.7442579,24.90745645,173.07,M,019K+800,國道
019K+900,國5,121.7450153,24.90687529,171.81,M,019K+900,國道
020K+000,國5,121.7457726,24.90629413,170.55,M,020K+000,國道
020K+100,國5,121.74653,24.90571297,169.3,M,020K+100,國道
020K+200,國5,121.7472874,24.9051318,168.04,M,020K+200,國道
020K+300,國5,121.7480448,24.90455063,166.79,M,020K+300,國道
020K+400,國5,121.7488021,24.90396945,165.53,M,020K+400,國道
020K+500,國5,121.7495569,24.90338551,164.27,M,020K+500,國道
020K+600,國5,121.7503086,24.90279825,163.01,M,020K+600,國道
020K+700,國5,121.7510464,24.90219658,161.76,M,020K+700,國道
020K+800,國5,121.7517705,24.90158123,160.5,M,020K+800,國道
020K+900,國5,121.7524813,24.90095308,159.23,M,020K+900,國道
021K+000,國5,121.753178,24.90031192,157.99,M,021K+000,國道
021K+100,國5,121.7538598,24.89965762,156.72,M,021K+100,國道
021K+200,國5,121.7545285,24.8989921,155.49,M,021K+200,國道
021K+300,國5,121.7551823,24.8983144,154.24,M,021K+300,國道
021K+400,國5,121.7558202,24.89762422,153.02,M,021K+400,國道
021K+500,國5,121.756443,24.89692272,151.78,M,021K+500,國道
021K+600,國5,121.7570508,24.8962103,150.54,M,021K+600,國道
021K+700,國5,121.7576428,24.89548687,149.3,M,021K+700,國道
021K+800,國5,121.7582154,24.89475066,148.08,M,021K+800,國道
021K+900,國5,121.7587788,24.89400852,146.85,M,021K+900,國道
022K+000,國5,121.7593209,24.89325331,145.61,M,022K+000,國道
022K+100,國5,121.7598529,24.89249213,144.36,M,022K+100,國道
022K+200,國5,121.7603823,24.89172941,143.12,M,022K+200,國道
022K+300,國5,121.7609116,24.89096668,141.87,M,022K+300,國道
022K+400,國5,121.761441,24.89020394,140.62,M,022K+400,國道
022K+500,國5,121.7619703,24.88944121,139.38,M,022K+500,國道
022K+600,國5,121.7624997,24.88867848,138.13,M,022K+600,國道
022K+700,國5,121.763029,24.88791574,136.88,M,022K+700,國道
022K+800,國5,121.7635583,24.887153,135.64,M,022K+800,國道
022K+900,國5,121.7640876,24.88639026,134.39,M,022K+900,國道
023K+000,國5,121.7646169,24.88562752,133.15,M,023K+000,國道
023K+100,國5,121.7651462,24.88486478,131.9,M,023K+100,國道
023K+200,國5,121.7656755,24.88410203,130.65,M,023K+200,國道
023K+300,國5,121.7662048,24.88333928,129.41,M,023K+300,國道
023K+400,國5,121.766742,24.8825812,128.15,M,023K+400,國道
023K+500,國5,121.7672967,24.88183369,126.88,M,023K+500,國道
023K+600,國5,121.7678677,24.88109647,125.6,M,023K+600,國道
023K+700,國5,121.7684547,24.88036979,124.32,M,023K+700,國道
023K+800,國5,121.769058,24.87965429,123.04,M,023K+800,國道
023K+900,國5,121.7696747,24.87894833,121.76,M,023K+900,國道
024K+000,國5,121.7703097,24.87825603,120.48,M,024K+000,國道
024K+100,國5,121.7709593,24.87757513,119.2,M,024K+100,國道
024K+200,國5,121.7716232,24.87690576,117.92,M,024K+200,國道
024K+300,國5,121.7723006,24.87624782,116.64,M,024K+300,國道
024K+400,國5,121.772989,24.87559934,115.35,M,024K+400,國道
024K+500,國5,121.7736792,24.87495246,114.05,M,024K+500,國道
024K+600,國5,121.7743693,24.87430558,112.76,M,024K+600,國道
024K+700,國5,121.7750595,24.8736587,111.46,M,024K+700,國道
024K+800,國5,121.7757497,24.87301181,110.16,M,024K+800,國道
024K+900,國5,121.7764399,24.87236492,108.87,M,024K+900,國道
025K+000,國5,121.77713,24.87171803,107.57,M,025K+000,國道
025K+100,國5,121.7778201,24.87107114,106.27,M,025K+100,國道
025K+200,國5,121.7785103,24.87042424,104.98,M,025K+200,國道
025K+300,國5,121.7792004,24.86977734,103.68,M,025K+300,國道
025K+400,國5,121.7798905,24.86913043,102.38,M,025K+400,國道
025K+500,國5,121.7805807,24.86848353,101.09,M,025K+500,國道
025K+600,國5,121.7812708,24.86783662,99.79,M,025K+600,國道
025K+700,國5,121.7819609,24.8671897,98.49,M,025K+700,國道
025K+800,國5,121.782651,24.86654279,97.2,M,025K+800,國道
025K+900,國5,121.7833407,24.86589554,95.9,M,025K+900,國道
026K+000,國5,121.7840239,24.86524256,94.61,M,026K+000,國道
026K+100,國5,121.7846977,24.86458154,93.31,M,026K+100,國道
026K+200,國5,121.7853571,24.86390856,92.0,M,026K+200,國道
026K+300,國5,121.7859931,24.86321718,90.75,M,026K+300,國道
026K+400,國5,121.7866069,24.86250928,89.47,M,026K+400,國道
026K+500,國5,121.7871913,24.86178108,88.17,M,026K+500,國道
026K+600,國5,121.7877452,24.86103322,86.88,M,026K+600,國道
026K+700,國5,121.788263,24.8602641,85.6,M,026K+700,國道
026K+800,國5,121.788747,24.85947688,84.3,M,026K+800,國道
026K+900,國5,121.7891976,24.85867325,83.08,M,026K+900,國道
027K+000,國5,121.7896103,24.85785291,81.88,M,027K+000,國道
027K+100,國5,121.7899873,24.85701838,80.58,M,027K+100,國道
027K+200,國5,121.7903267,24.8561705,79.15,M,027K+200,國道
027K+300,國5,121.7906286,24.85531092,77.79,M,027K+300,國道
027K+400,國5,121.7908943,24.85444141,76.47,M,027K+400,國道
027K+500,國5,121.7911212,24.85356282,75.16,M,027K+500,國道
027K+600,國5,121.7913044,24.85267584,73.84,M,027K+600,國道
027K+700,國5,121.7914456,24.85178257,72.54,M,027K+700,國道
027K+800,國5,121.7915325,24.85088366,71.22,M,027K+800,國道
027K+900,國5,121.7915513,24.84998141,69.91,M,027K+900,國道
028K+000,國5,121.7914931,24.84908057,68.61,M,028K+000,國道
028K+100,國5,121.7913488,24.84818789,67.31,M,028K+100,國道
028K+200,國5,121.7911116,24.84731202,65.67,M,028K+200,國道
028K+300,國5,121.7907797,24.84646243,62.58,M,028K+300,國道
028K+400,國5,121.7903638,24.84564421,58.6,M,028K+400,國道
028K+500,國5,121.7899297,24.84483375,54.68,M,028K+500,國道
028K+600,國5,121.789546,24.84400271,51.23,M,028K+600,國道
028K+700,國5,121.7892783,24.84313498,48.42,M,028K+700,國道
028K+800,國5,121.7891464,24.84224148,46.22,M,028K+800,國道
028K+900,國5,121.7891553,24.8413396,44.5,M,028K+900,國道
029K+000,國5,121.7892922,24.84044594,43.32,M,029K+000,國道
029K+100,國5,121.789482,24.83955996,42.58,M,029K+100,國道
029K+200,國5,121.7896769,24.83867489,41.9,M,029K+200,國道
029K+300,國5,121.7898718,24.83778982,41.21,M,029K+300,國道
029K+400,國5,121.7900667,24.83690475,40.53,M,029K+400,國道
029K+500,國5,121.7902616,24.83601968,39.84,M,029K+500,國道
029K+600,國5,121.7904565,24.8351346,39.16,M,029K+600,國道
029K+700,國5,121.7906354,24.83424683,38.35,M,029K+700,國道
029K+800,國5,121.7907649,24.83335212,37.5,M,029K+800,國道
029K+900,國5,121.7908159,24.83245076,36.78,M,029K+900,國道
030K+000,國5,121.7907862,24.83154867,36.0,M,030K+000,國道
030K+100,國5,121.7906786,24.83065153,35.13,M,030K+100,國道
030K+200,國5,121.7904928,24.8297653,34.5,M,030K+200,國道
030K+300,國5,121.7902344,24.82889414,34.35,M,030K+300,國道
030K+400,國5,121.7898919,24.82804744,34.66,M,030K+400,國道
030K+500,國5,121.7894861,24.82722463,34.9,M,030K+500,國道
030K+600,國5,121.7890058,24.82643572,35.4,M,030K+600,國道
030K+700,國5,121.788456,24.82568565,35.76,M,030K+700,國道
030K+800,國5,121.7878475,24.82497421,36.03,M,030K+800,國道
030K+900,國5,121.7871749,24.82431251,36.37,M,030K+900,國道
031K+000,國5,121.7864638,24.82368504,36.66,M,031K+000,國道
031K+100,國5,121.7857445,24.8230653,36.86,M,031K+100,國道
031K+200,國5,121.7850391,24.82243267,36.99,M,031K+200,國道
031K+300,國5,121.784381,24.82175885,37.18,M,031K+300,國道
031K+400,國5,121.7837757,24.82104518,37.08,M,031K+400,國道
031K+500,國5,121.7832242,24.82029607,36.79,M,031K+500,國道
031K+600,國5,121.7827264,24.81951623,36.36,M,031K+600,國道
031K+700,國5,121.7822848,24.81870873,35.83,M,031K+700,國道
031K+800,國5,121.7819075,24.81787441,35.36,M,031K+800,國道
031K+900,國5,121.7815897,24.81701969,34.88,M,031K+900,國道
032K+000,國5,121.7813388,24.81614669,34.43,M,032K+000,國道
032K+100,國5,121.7811445,24.8152617,34.09,M,032K+100,國道
032K+200,國5,121.7810192,24.81436631,33.92,M,032K+200,國道
032K+300,國5,121.7809612,24.81346527,33.87,M,032K+300,國道
032K+400,國5,121.7809696,24.81256275,34.0,M,032K+400,國道
032K+500,國5,121.7810421,24.81166262,34.31,M,032K+500,國道
032K+600,國5,121.7811802,24.81076898,34.72,M,032K+600,國道
032K+700,國5,121.7813817,24.8098854,35.16,M,032K+700,國道
032K+800,國5,121.7816288,24.80901128,35.63,M,032K+800,國道
032K+900,國5,121.7818794,24.80813798,36.1,M,032K+900,國道
033K+000,國5,121.7821155,24.80726131,36.62,M,033K+000,國道
033K+100,國5,121.7823172,24.80637766,37.02,M,033K+100,國道
033K+200,國5,121.7824718,24.8054861,37.28,M,033K+200,國道
033K+300,國5,121.7825772,24.80458862,37.33,M,033K+300,國道
033K+400,國5,121.7826374,24.80368757,37.17,M,033K+400,國道
033K+500,國5,121.7826574,24.80278507,36.87,M,033K+500,國道
033K+600,國5,121.7826546,24.8018823,36.39,M,033K+600,國道
033K+700,國5,121.7826244,24.80097998,35.72,M,033K+700,國道
033K+800,國5,121.782577,24.80007826,35.31,M,033K+800,國道
033K+900,國5,121.7825071,24.79917777,35.24,M,033K+900,國道
034K+000,國5,121.782417,24.79827877,35.27,M,034K+000,國道
034K+100,國5,121.7823053,24.79738179,35.4,M,034K+100,國道
034K+200,國5,121.7821704,24.79648745,35.64,M,034K+200,國道
034K+300,國5,121.7820076,24.79559703,36.02,M,034K+300,國道
034K+400,國5,121.7818189,24.79471088,36.52,M,034K+400,國道
034K+500,國5,121.7816051,24.7938295,37.05,M,034K+500,國道
034K+600,國5,121.781363,24.79295424,37.46,M,034K+600,國道
034K+700,國5,121.7810941,24.79208552,37.73,M,034K+700,國道
034K+800,國5,121.7808044,24.79122234,37.86,M,034K+800,國道
034K+900,國5,121.7804983,24.79036391,37.8,M,034K+900,國道
035K+000,國5,121.7801856,24.78950742,37.57,M,035K+000,國道
035K+100,國5,121.779873,24.78865092,37.34,M,035K+100,國道
035K+200,國5,121.7795604,24.78779443,37.11,M,035K+200,國道
035K+300,國5,121.7792688,24.78693183,36.86,M,035K+300,國道
035K+400,國5,121.7790135,24.78605976,36.57,M,035K+400,國道
035K+500,國5,121.7787887,24.78518071,36.28,M,035K+500,國道
035K+600,國5,121.7785969,24.78429514,36.07,M,035K+600,國道
035K+700,國5,121.778442,24.78340359,35.97,M,035K+700,國道
035K+800,國5,121.7783276,24.78250695,36.0,M,035K+800,國道
035K+900,國5,121.7782469,24.78160719,36.14,M,035K+900,國道
036K+000,國5,121.7782021,24.78070536,36.35,M,036K+000,國道
036K+100,國5,121.7781967,24.77980263,36.67,M,036K+100,國道
036K+200,國5,121.778227,24.77890036,37.01,M,036K+200,國道
036K+300,國5,121.7782928,24.77799962,37.43,M,036K+300,國道
036K+400,國5,121.7783927,24.77710151,37.78,M,036K+400,國道
036K+500,國5,121.7785202,24.77620628,38.13,M,036K+500,國道
036K+600,國5,121.7786558,24.77531202,38.43,M,036K+600,國道
036K+700,國5,121.7787952,24.77441825,38.69,M,036K+700,國道
036K+800,國5,121.7789237,24.77352314,38.76,M,036K+800,國道
036K+900,國5,121.7790194,24.77262466,38.67,M,036K+900,國道
037K+000,國5,121.7790786,24.77172359,38.44,M,037K+000,國道
037K+100,國5,121.7790958,24.77082102,38.05,M,037K+100,國道
037K+200,國5,121.7790706,24.76991863,37.59,M,037K+200,國道
037K+300,國5,121.7790047,24.76901792,37.33,M,037K+300,國道
037K+400,國5,121.7788998,24.76812031,37.48,M,037K+400,國道
037K+500,國5,121.7787544,24.76722739,37.98,M,037K+500,國道
037K+600,國5,121.7785889,24.76633737,38.91,M,037K+600,國道
037K+700,國5,121.7784203,24.76544784,39.93,M,037K+700,國道
037K+800,國5,121.7782542,24.76455794,40.98,M,037K+800,國道
037K+900,國5,121.7781103,24.76366487,42.13,M,037K+900,國道
038K+000,國5,121.7779985,24.76276805,43.21,M,038K+000,國道
038K+100,國5,121.7779255,24.76186784,43.98,M,038K+100,國道
038K+200,國5,121.7778915,24.76096569,44.31,M,038K+200,國道
038K+300,國5,121.7779011,24.76006305,44.26,M,038K+300,國道
038K+400,國5,121.7779462,24.75916134,43.78,M,038K+400,國道
038K+500,國5,121.7780286,24.75826185,42.82,M,038K+500,國道
038K+600,國5,121.7781549,24.75736658,41.63,M,038K+600,國道
038K+700,國5,121.7783164,24.75647608,40.0,M,038K+700,國道
038K+800,國5,121.7785255,24.75559391,38.7,M,038K+800,國道
038K+900,國5,121.778766,24.75471842,37.78,M,038K+900,國道
039K+000,國5,121.7790438,24.75385214,37.27,M,039K+000,國道
039K+100,國5,121.779352,24.7529944,37.17,M,039K+100,國道
039K+200,國5,121.7796769,24.75214176,37.45,M,039K+200,國道
039K+300,國5,121.7800037,24.7512897,37.79,M,039K+300,國道
039K+400,國5,121.7803286,24.75043707,38.13,M,039K+400,國道
039K+500,國5,121.7806292,24.74957707,38.46,M,039K+500,國道
039K+600,國5,121.7808955,24.74870773,38.69,M,039K+600,國道
039K+700,國5,121.78112,24.74782864,38.79,M,039K+700,國道
039K+800,國5,121.7813101,24.74694281,38.76,M,039K+800,國道
039K+900,國5,121.7814605,24.74605064,38.59,M,039K+900,國道
040K+000,國5,121.7815745,24.745154,38.29,M,040K+000,國道
040K+100,國5,121.7816459,24.7442537,37.87,M,040K+100,國道
040K+200,國5,121.7816798,24.74335151,37.43,M,040K+200,國道
040K+300,國5,121.7816803,24.74244876,36.98,M,040K+300,國道
040K+400,國5,121.7816536,24.7415463,36.62,M,040K+400,國道
040K+500,國5,121.7816268,24.74064383,36.26,M,040K+500,國道
040K+600,國5,121.7816033,24.73974131,35.99,M,040K+600,國道
040K+700,國5,121.7815972,24.73883859,36.04,M,040K+700,國道
040K+800,國5,121.7816248,24.73793626,36.31,M,040K+800,國道
040K+900,國5,121.7816913,24.73703563,36.77,M,040K+900,國道
041K+000,國5,121.781796,24.73613805,37.24,M,041K+000,國道
041K+100,國5,121.7819403,24.735245,37.54,M,041K+100,國道
041K+200,國5,121.7821269,24.7343585,37.7,M,041K+200,國道
041K+300,國5,121.7823484,24.73347882,37.8,M,041K+300,國道
041K+400,國5,121.7826034,24.73260664,37.68,M,041K+400,國道
041K+500,國5,121.7828807,24.73174012,37.32,M,041K+500,國道
041K+600,國5,121.7831709,24.7308771,37.73,M,041K+600,國道
041K+700,國5,121.7834615,24.73001421,38.18,M,041K+700,國道
041K+800,國5,121.7837521,24.72915131,38.62,M,041K+800,國道
041K+900,國5,121.7840427,24.72828842,39.07,M,041K+900,國道
042K+000,國5,121.7843332,24.72742552,39.52,M,042K+000,國道
042K+100,國5,121.7846238,24.72656262,39.96,M,042K+100,國道
042K+200,國5,121.7849144,24.72569972,40.41,M,042K+200,國道
042K+300,國5,121.785205,24.72483682,40.86,M,042K+300,國道
042K+400,國5,121.7854956,24.72397392,41.3,M,042K+400,國道
042K+500,國5,121.7857861,24.72311103,41.75,M,042K+500,國道
042K+600,國5,121.7860767,24.72224812,42.2,M,042K+600,國道
042K+700,國5,121.7863672,24.72138522,42.65,M,042K+700,國道
042K+800,國5,121.7866578,24.72052232,43.09,M,042K+800,國道
042K+900,國5,121.7869484,24.71965942,43.54,M,042K+900,國道
043K+000,國5,121.7872389,24.71879652,43.99,M,043K+000,國道
043K+100,國5,121.7875282,24.71793327,44.47,M,043K+100,國道
043K+200,國5,121.7878088,24.71706764,45.24,M,043K+200,國道
043K+300,國5,121.7880894,24.71620201,46.0,M,043K+300,國道
043K+400,國5,121.7883658,24.71533529,46.58,M,043K+400,國道
043K+500,國5,121.7886305,24.71446546,46.63,M,043K+500,國道
043K+600,國5,121.7888881,24.71359389,46.29,M,043K+600,國道
043K+700,國5,121.789134,24.7127195,45.66,M,043K+700,國道
043K+800,國5,121.7893671,24.71184223,44.68,M,043K+800,國道
043K+900,國5,121.7895853,24.71096179,43.5,M,043K+900,國道
044K+000,國5,121.7897869,24.71007806,42.32,M,044K+000,國道
044K+100,國5,121.7899727,24.70919144,41.2,M,044K+100,國道
044K+200,國5,121.7901408,24.70830185,40.27,M,044K+200,國道
044K+300,國5,121.7902891,24.70740932,39.52,M,044K+300,國道
044K+400,國5,121.7904216,24.7065147,38.93,M,044K+400,國道
044K+500,國5,121.7905353,24.70561795,38.53,M,044K+500,國道
044K+600,國5,121.7906311,24.70471942,38.23,M,044K+600,國道
044K+700,國5,121.790711,24.7038196,37.95,M,044K+700,國道
044K+800,國5,121.7907738,24.70291865,37.66,M,044K+800,國道
044K+900,國5,121.7908134,24.7020166,37.35,M,044K+900,國道
045K+000,國5,121.7908463,24.70111433,37.04,M,045K+000,國道
045K+100,國5,121.7908629,24.70021166,36.82,M,045K+100,國道
045K+200,國5,121.7908718,24.69930891,36.72,M,045K+200,國道
