fid,CCTVID,SubAuthorityCode,LinkID,VideoStreamURL,VideoImageURL,LocationType,PositionLon,PositionLat,SurveillanceDescription,RoadID,RoadName,RoadClass,RoadDirection,LocationMile,COUNTYSN,COUNTYNAME
263,CCTV-14-002C-007-009,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+460,https://cctv-ss01.thb.gov.tw:443/T2C-7K+460/snapshot,"0","121.7705","25.0573",南向北(平溪至暖暖)-7K+594(W),"300023",台2丙線,"3",W,7K+460,"10001001",新北市
264,CCTV-14-002C-007-007,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+360,https://cctv-ss01.thb.gov.tw:443/T2C-7K+360/snapshot,"0","121.7705","25.0573",台2丙線7K+360(逆),"300023",台2丙線,"3",W,7K+360,"10001001",新北市
265,CCTV-14-002C-006-017,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-6K+860,https://cctv-ss01.thb.gov.tw:443/T2C-6K+860/snapshot,"0","121.7683","25.06062",南向北(平溪至暖暖)-7K+194(W),"300023",台2丙線,"3",W,6K+860,"10001001",新北市
266,CCTV-14-002C-006-019,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-6K+960,https://cctv-ss01.thb.gov.tw:443/T2C-6K+960/snapshot,"0","121.7683","25.06062",南向北(平溪至暖暖)-7K+194(W),"300023",台2丙線,"3",W,6K+960,"10001001",新北市
267,CCTV-14-002C-007-001,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+060,https://cctv-ss01.thb.gov.tw:443/T2C-7K+060/snapshot,"0","121.7683","25.06062",南向北(平溪至暖暖)-7K+194(W),"300023",台2丙線,"3",W,7K+060,"10001001",新北市
268,CCTV-14-002C-007-003,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+160,https://cctv-ss01.thb.gov.tw:443/T2C-7K+160/snapshot,"0","121.7683","25.06062",南向北(平溪至暖暖)-7K+194(W),"300023",台2丙線,"3",W,7K+160,"10001001",新北市
269,CCTV-14-002C-006-009,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+450,https://cctv-ss01.thb.gov.tw:443/T2C-6K+450/snapshot,"0","121.7657","25.06451",南向北(平溪至暖暖)-6K+594(W),"300023",台2丙線,"3",E,6K+450,"10017001",基隆市
270,CCTV-14-002C-006-011,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+550,https://cctv-ss01.thb.gov.tw:443/T2C-6K+550/snapshot,"0","121.7657","25.06451",南向北(平溪至暖暖)-6K+594(W),"300023",台2丙線,"3",E,6K+550,"10017001",基隆市
271,CCTV-14-002C-006-013,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6k+660,https://cctv-ss01.thb.gov.tw:443/T2C-6k+660/snapshot,"0","121.7657","25.06451",南向北(平溪至暖暖)-6K+594(W),"300023",台2丙線,"3",E,6k+660,"10017001",基隆市
272,CCTV-14-002C-006-015,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+760,https://cctv-ss01.thb.gov.tw:443/T2C-6K+760/snapshot,"0","121.7657","25.06451",台2丙線6K+760(逆),"300023",台2丙線,"3",E,6K+760,"10017001",基隆市
273,CCTV-14-002C-006-001,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+050,https://cctv-ss01.thb.gov.tw:443/T2C-6K+050/snapshot,"0","121.7634043","25.06772777",南向北(平溪至暖暖)-6K+394(W),"300023",台2丙線,"3",E,6K+050,"10017001",基隆市
274,CCTV-14-002C-006-003,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+150,https://cctv-ss01.thb.gov.tw:443/T2C-6K+150/snapshot,"0","121.7647","25.06587",南向北(平溪至暖暖)-6K+394(W),"300023",台2丙線,"3",E,6K+150,"10017001",基隆市
275,CCTV-14-002C-006-005,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+250,https://cctv-ss01.thb.gov.tw:443/T2C-6K+250/snapshot,"0","121.7647","25.06587",南向北(平溪至暖暖)-6K+394(W),"300023",台2丙線,"3",E,6K+250,"10017001",基隆市
276,CCTV-14-002C-006-007,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+350,https://cctv-ss01.thb.gov.tw:443/T2C-6K+350/snapshot,"0","121.7647","25.06587",台2丙線6K+350(逆),"300023",台2丙線,"3",E,6K+350,"10017001",基隆市
277,CCTV-14-002C-005-017,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-5K+850,https://cctv-ss01.thb.gov.tw:443/T2C-5K+850/snapshot,"0","121.763","25.0683",南向北(平溪至暖暖)-5K+994(W),"300023",台2丙線,"3",E,5K+850,"10017001",基隆市
278,CCTV-14-002C-005-008,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-5K+380,https://cctv-ss01.thb.gov.tw:443/T2C-5K+380/snapshot,"0","121.7596","25.0727",北向南(暖暖至平溪)-5K+424(E),"300023",台2丙線,"3",E,5K+380,"10017001",基隆市
279,CCTV-14-002C-005-009,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-5K+450,https://cctv-ss01.thb.gov.tw:443/T2C-5K+450/snapshot,"0","121.7608","25.07123",南向北(平溪至暖暖)-5K+594(W),"300023",台2丙線,"3",E,5K+450,"10017001",基隆市
280,CCTV-14-002C-005-016,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-5K+780,https://cctv-ss01.thb.gov.tw:443/T2C-5K+780/snapshot,"0","121.7619","25.0695",台2丙線5K+780(順),"300023",台2丙線,"3",E,5K+780,"10017001",基隆市
281,CCTV-14-002C-005-020,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-5K+980,https://cctv-ss01.thb.gov.tw:443/T2C-5K+980/snapshot,"0","121.7619","25.0695",台2丙線5K+980(順),"300023",台2丙線,"3",E,5K+980,"10017001",基隆市
282,CCTV-14-002C-006-002,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+080,https://cctv-ss01.thb.gov.tw:443/T2C-6K+080/snapshot,"0","121.7619","25.0695",台2丙線6K+080(順),"300023",台2丙線,"3",E,6K+080,"10017001",基隆市
283,CCTV-14-002C-006-004,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+180,https://cctv-ss01.thb.gov.tw:443/T2C-6K+180/snapshot,"0","121.7639","25.0668",北向南(暖暖至平溪)-6K+224(E),"300023",台2丙線,"3",E,6K+180,"10017001",基隆市
284,CCTV-14-002C-006-006,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+280,https://cctv-ss01.thb.gov.tw:443/T2C-6K+280/snapshot,"0","121.7639","25.0668",北向南(暖暖至平溪)-6K+224(E),"300023",台2丙線,"3",E,6K+280,"10017001",基隆市
285,CCTV-14-002C-006-008,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+380,https://cctv-ss01.thb.gov.tw:443/T2C-6K+380/snapshot,"0","121.7639","25.0668",北向南(暖暖至平溪)-6K+224(E),"300023",台2丙線,"3",E,6K+380,"10017001",基隆市
286,CCTV-14-002C-006-010,THB-1R,3000230100496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+480,https://cctv-ss01.thb.gov.tw:443/T2C-6K+480/snapshot,"0","121.7639","25.0668",北向南(暖暖至平溪)-6K+224(E),"300023",台2丙線,"3",W,6K+480,"10017001",基隆市
287,CCTV-14-002C-006-012,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+580,https://cctv-ss01.thb.gov.tw:443/T2C-6K+580/snapshot,"0","121.7656","25.06423",台2丙線6K+580(順),"300023",台2丙線,"3",E,6K+580,"10017001",基隆市
288,CCTV-14-002C-006-014,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+690,https://cctv-ss01.thb.gov.tw:443/T2C-6K+690/snapshot,"0","121.7656","25.06423",北向南(暖暖至平溪)-6K+624(E),"300023",台2丙線,"3",E,6K+690,"10017001",基隆市
289,CCTV-14-002C-006-016,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+790,https://cctv-ss01.thb.gov.tw:443/T2C-6K+790/snapshot,"0","121.7656","25.06423",北向南(暖暖至平溪)-6K+624(E),"300023",台2丙線,"3",E,6K+790,"10017001",基隆市
290,CCTV-14-002C-006-018,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+890,https://cctv-ss01.thb.gov.tw:443/T2C-6K+890/snapshot,"0","121.7656","25.06423",台2丙線6K+890(順),"300023",台2丙線,"3",E,6K+890,"10017001",基隆市
291,CCTV-14-002C-006-020,THB-1R,3000230000496C,https://cctv-ss01.thb.gov.tw:443/T2C-6K+990,https://cctv-ss01.thb.gov.tw:443/T2C-6K+990/snapshot,"0","121.7673","25.0618",台2丙線6K+990(順),"300023",台2丙線,"3",E,6K+990,"10017001",基隆市
292,CCTV-14-002C-007-008,THB-1R,3000230100664F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+390,https://cctv-ss01.thb.gov.tw:443/T2C-7K+390/snapshot,"0","121.7701","25.05776",台2丙線7K+390(順),"300023",台2丙線,"3",W,7K+390,"10001001",新北市
293,CCTV-14-002C-011-003,THB-1R,3000230101135F,https://cctv-ss01.thb.gov.tw:443/T2C-11K+704,https://cctv-ss01.thb.gov.tw:443/T2C-11K+704/snapshot,"0","121.7848","25.02331",台2丙線11K+704(順樁),"300023",台2丙線,"3",W,11K+704,"10001001",新北市
294,CCTV-11-0090-011-001,THB-1R,3000900001138F,https://cctv-ss03.thb.gov.tw:443/T9-11K+650,https://cctv-ss03.thb.gov.tw:443/T9-11K+650/snapshot,"0","121.5413","24.95282",新店區北宜路一段新店國小(N),"300090",台9線,"3",S,11K+650,"10001001",新北市
295,CCTV-12-0640-000-009,THB-1R,1006400100000F,https://cctv-ss08.thb.gov.tw:443/T64-0K+000-1,https://cctv-ss08.thb.gov.tw:443/T64-0K+000-1/snapshot,"0","121.3934","25.14936",東西向快速公路八里新店線(台64線起點)(W),"100640",台64線,"1",W,0K+000,"10001001",新北市
296,CCTV-12-0640-000-008,THB-1R,1006400100000F,https://cctv-ss08.thb.gov.tw:443/T64-0K+000-2,https://cctv-ss08.thb.gov.tw:443/T64-0K+000-2/snapshot,"0","121.3931","25.14971",八里區台64線起點台北港(E),"100640",台64線,"1",W,0K+000,"10001001",新北市
297,CCTV-11-0090-038-001,THB-1R,3000900003821F,https://cctv-ss03.thb.gov.tw:443/T9-38K+300,https://cctv-ss03.thb.gov.tw:443/T9-38K+300/snapshot,"0","121.7108","24.93361",坪林區北宜公路坪林橋(S),"300090",台9線,"3",S,38K+300,"10001001",新北市
298,CCTV-11-0090-028-001,THB-1R,6256160700010F,https://cctv-ss01.thb.gov.tw:443/T9-28K+400,https://cctv-ss01.thb.gov.tw:443/T9-28K+400/snapshot,"0","121.6588","24.94489",彎道花圃(N),625616F,北宜路六段,"6",NW,28K+400,"10001001",新北市
299,CCTV-11-0090-038-002,THB-1R,3000900003821F,https://cctv-ss03.thb.gov.tw:443/T9-38K+400,https://cctv-ss03.thb.gov.tw:443/T9-38K+400/snapshot,"0","121.7095","24.93256",北宜公路坪林橋(N),"300090",台9線,"3",S,38K+400,"10001001",新北市
300,CCTV-11-0090-044-001,THB-1R,3000900104431F,https://cctv-ss03.thb.gov.tw:443/T9-44K+200,https://cctv-ss03.thb.gov.tw:443/T9-44K+200/snapshot,"0","121.7202","24.9029",警察局旁(路側)(N),"300090",台9線,"3",N,44K+200,"10001001",新北市
301,CCTV-12-009A-000-001,THB-1R,3000910100005F,https://cctv-ss03.thb.gov.tw:443/T9A-0K+300,https://cctv-ss03.thb.gov.tw:443/T9A-0K+300/snapshot,"0","121.5466","24.95117",台9甲線0K+300,"300091",台9甲線,"3",N,0K+300,"10001001",新北市
302,CCTV-12-009A-001-001,THB-1R,3000910000138F,https://cctv-ss03.thb.gov.tw:443/T9A-1K+700,https://cctv-ss03.thb.gov.tw:443/T9A-1K+700/snapshot,"0","121.5433","24.93822",新店區新烏路一段桂山電廠(N),"300091",台9甲線,"3",S,1K+700,"10001001",新北市
303,CCTV-12-009A-006-006,THB-1R,3000910000635F,https://cctv-ss03.thb.gov.tw:443/T9A-6K+600,https://cctv-ss03.thb.gov.tw:443/T9A-6K+600/snapshot,"0","121.5496","24.9114",新店區新烏路二段廣興(S),"300091",台9甲線,"3",S,6K+600,"10001001",新北市
304,CCTV-12-0150-003-001,THB-1R,3001500000391F,https://cctv-ss01.thb.gov.tw:443/T15-3K+950,https://cctv-ss01.thb.gov.tw:443/T15-3K+950/snapshot,"0","121.4455","25.14746",龍米路二段129巷中央分隔島(N),"300150",台15線,"3",S,3K+950,"10001001",新北市
305,CCTV-12-0150-010-002,THB-1R,3001500000988F,https://cctv-ss01.thb.gov.tw:443/T15-10K+000,https://cctv-ss01.thb.gov.tw:443/T15-10K+000/snapshot,"0","121.3967","25.14492",八里區商港路中山路口(N),"300150",台15線,"3",S,10K+000,"10001001",新北市
306,CCTV-11-0090-014-001,THB-1R,3000900101394F,https://cctv-ss03.thb.gov.tw:443/T9-14K+200,https://cctv-ss03.thb.gov.tw:443/T9-14K+200/snapshot,"0","121.5663","24.95409",新店區北宜路二段國史館(S),"300090",台9線,"3",N,14K+200,"10001001",新北市
307,CCTV-12-0650-007-001,THB-1R,1006500000770F,https://cctv-ss03.thb.gov.tw:443/T65-7K+851,https://cctv-ss03.thb.gov.tw:443/T65-7K+851/snapshot,"0","121.451","24.99903",土城一入口到板橋二出口(N),"100650",台65線,"1",S,7K+851,"10001001",新北市
308,CCTV-12-0650-010-007,THB-1R,1006500001000F,https://cctv-ss03.thb.gov.tw:443/T65-10K+126,https://cctv-ss03.thb.gov.tw:443/T65-10K+126/snapshot,"0","121.439","24.98241",板橋二入口到土城一出口(S),"100650",台65線,"1",S,10K+126,"10001001",新北市
309,CCTV-12-0650-011-002,THB-1R,1006500001120F,https://cctv-ss03.thb.gov.tw:443/T65-11K+306,https://cctv-ss03.thb.gov.tw:443/T65-11K+306/snapshot,"0","121.4328","24.97367",土城二出口到土城一出口(N),"100650",台65線,"1",S,11K+306,"10001001",新北市
310,CCTV-12-0650-012-001,THB-1R,6251050400000F,https://cctv-ss03.thb.gov.tw:443/T65-12K+258,https://cctv-ss03.thb.gov.tw:443/T65-12K+258/snapshot,"0","121.4325","24.96623",國三土城交流道到土城二出口(S),625105F,大安路,"6",S,12K+258,"10001001",新北市
311,CCTV-12-0650-004-001,THB-1R,1006501104010F,https://cctv-ss03.thb.gov.tw:443/T65-4K+933,https://cctv-ss03.thb.gov.tw:443/T65-4K+933/snapshot,"0","121.4425","25.02535",板橋一入口到新莊二出口(N),"100650",台65線,"1",N,4K+933,"10001001",新北市
312,CCTV-12-0650-011-001,THB-1R,1006500001120F,https://cctv-ss03.thb.gov.tw:443/T65-11K+563,https://cctv-ss03.thb.gov.tw:443/T65-11K+563/snapshot,"0","121.4328","24.97155",土城一入口到土城二入口,"100650",台65線,"1",S,11K+563,"10001001",新北市
313,CCTV-12-0650-006-002,THB-1R,1006500100600F,https://cctv-ss03.thb.gov.tw:443/T65-6K+650,https://cctv-ss03.thb.gov.tw:443/T65-6K+650/snapshot,"0","121.4512","25.01002",縣民大道入口到板橋一入口(N),"100650",台65線,"1",N,6K+650,"10001001",新北市
314,CCTV-12-0650-000-001,THB-1R,1006500100070F,https://cctv-ss03.thb.gov.tw:443/T65-0K+872,https://cctv-ss03.thb.gov.tw:443/T65-0K+872/snapshot,"0","121.4418","25.0594",新莊一出口到泰山出口(N),"100650",台65線,"1",N,0K+872,"10001001",新北市
315,CCTV-12-0150-013-001,THB-1R,3001500001329F,https://cctv-ss01.thb.gov.tw:443/T15-13K+700,https://cctv-ss01.thb.gov.tw:443/T15-13K+700/snapshot,"0","121.3622","25.13489",13.7K南向出口標誌架,"300150",台15線,"3",S,13K+700,,新北市
316,CCTV-13-0150-036-001,THB-1R,6352560600010H,https://cctv-ss01.thb.gov.tw:443/T15-36K+300,https://cctv-ss01.thb.gov.tw:443/T15-36K+300/snapshot,"0","121.1687","25.05927",大園區大觀路南港(N),635256H,大觀路,"6",W,36K+300,"10003001",桃園縣
317,CCTV-13-0150-048-003,THB-1R,6382600100023H,https://cctv-ss01.thb.gov.tw:443/T15-48K+300,https://cctv-ss01.thb.gov.tw:443/T15-48K+300/snapshot,"0","121.0676","25.02885",觀音鄉濱海路(N),638260H,濱海路大潭段,"6",NE,48K+300,"10003001",桃園縣
318,CCTV-13-0150-054-001,THB-1R,3001500105358H,https://cctv-ss01.thb.gov.tw:443/T15-54K+150,https://cctv-ss01.thb.gov.tw:443/T15-54K+150/snapshot,"0","121.032","24.98973",觀音區文化路三段永安(S),"300150",台15線,"3",N,54K+150,"10003001",桃園縣
319,CCTV-13-0010-024-001,THB-1R,6350570200020H,https://cctv-ss01.thb.gov.tw:443/T1-24K+800,https://cctv-ss01.thb.gov.tw:443/T1-24K+800/snapshot,"0","121.3167","25.0012",桃園市三民路(N),635057H,三民路二段,"6",E,24K+800,"10003001",桃園縣
320,CCTV-13-0010-031-001,THB-1R,3000100103163H,https://cctv-ss01.thb.gov.tw:443/T1-31K+700,https://cctv-ss01.thb.gov.tw:443/T1-31K+700/snapshot,"0","121.2612","24.97379",中壢區中華路一段內壢(S),"300010",台1線,"3",N,31K+700,"10003001",桃園縣
321,CCTV-13-0010-039-002,THB-1R,3000100103933H,https://cctv-ss01.thb.gov.tw:443/T1-39K+880,https://cctv-ss01.thb.gov.tw:443/T1-39K+880/snapshot,"0","121.2072","24.9469",平鎮區環南路復旦路口(N),"300010",台1線,"3",N,39K+880,"10003001",桃園縣
322,CCTV-13-0010-042-001,THB-1R,6373020500020H,https://cctv-ss01.thb.gov.tw:443/T1-42K+500,https://cctv-ss01.thb.gov.tw:443/T1-42K+500/snapshot,"0","121.1899","24.92555",楊梅市陸橋南路(S),637302H,陸橋南路,"6",SW,42K+500,"10003001",桃園縣
323,CCTV-13-0010-049-001,THB-1R,3000100104866H,https://cctv-ss01.thb.gov.tw:443/T1-49K+030,https://cctv-ss01.thb.gov.tw:443/T1-49K+030/snapshot,"0","121.1345","24.9067",楊梅區中山南路瓦窯橋(N),"300010",台1線,"3",N,49K+030,"10003001",桃園縣
324,CCTV-13-001A-025-001,THB-1R,3000110002508H,https://cctv-ss01.thb.gov.tw:443/T1A-25K+450,https://cctv-ss01.thb.gov.tw:443/T1A-25K+450/snapshot,"0","121.3222","24.99182",桃園區萬壽路三段桃園農工(N),"300011",台1甲線,"3",S,25K+450,"10003001",桃園縣
325,CCTV-13-0040-004-001,THB-1R,6350550400040H,https://cctv-ss02.thb.gov.tw:443/T4-4K+550,https://cctv-ss02.thb.gov.tw:443/T4-4K+550/snapshot,"0","121.2608","25.07017",大園區三民路二段下水尾(E),635055H,三民路二段,"6",S,4K+550,"10003001",桃園縣
326,CCTV-13-0010-014-001,THB-1R,3000110101521H,https://cctv-ss01.thb.gov.tw:443/T1-14K+565,https://cctv-ss01.thb.gov.tw:443/T1-14K+565/snapshot,"0","121.4071","25.0183",龜山鄉萬壽路1段(S),"300011",台1甲線,"3",N,14K+565,"10003001",桃園縣
327,CCTV-13-0010-015-001,THB-1R,3000100001523F,https://cctv-ss01.thb.gov.tw:443/T1-15K+400,https://cctv-ss01.thb.gov.tw:443/T1-15K+400/snapshot,"0","121.3986","25.01611",龜山區萬壽路一段(往新莊迴龍照N),"300010",台1線,"3",S,15K+400,"10003001",桃園縣
328,CCTV-13-0010-020-001,THB-1R,3000110002087H,https://cctv-ss01.thb.gov.tw:443/T1-20K+300,https://cctv-ss01.thb.gov.tw:443/T1-20K+300/snapshot,"0","121.3577","25.00151",龜山區萬壽路一段(S),"300011",台1甲線,"3",S,20K+300,"10003001",桃園縣
329,CCTV-13-0310-006-003,THB-1R,6371600100000H,https://cctv-ss02.thb.gov.tw:443/T31-6K+000,https://cctv-ss02.thb.gov.tw:443/T31-6K+000/snapshot,"0","121.2291","25.02703",大園鄉台31線6K+000(N),637160H,高鐵北路三段,"6",NE,6K+000,"10003001",桃園縣
330,CCTV-13-0310-017-003,THB-1R,6371660100040H,https://cctv-ss01.thb.gov.tw:443/T31-17K+000,https://cctv-ss01.thb.gov.tw:443/T31-17K+000/snapshot,"0","121.1543","24.95727",蘆竹鄉台31線17K+000(S),637166H,高鐵南路六段,"6",NE,17K+000,"10003001",桃園縣
331,CCTV-13-0010-041-001,THB-1R,6364600500010H,https://cctv-ss01.thb.gov.tw:443/T1-41K+600,https://cctv-ss01.thb.gov.tw:443/T1-41K+600/snapshot,"0","121.1994","24.93361",平鎮區延平路快速路口北(N),636460H,延平路三段,"6",SW,41K+600,"10003001",桃園縣
332,CCTV-13-0010-041-003,THB-1R,3000100004145H,https://cctv-ss01.thb.gov.tw:443/T1-41K+900,https://cctv-ss01.thb.gov.tw:443/T1-41K+900/snapshot,"0","121.1968","24.93121",平鎮區延平路快速路口(S),"300010",台1線,"3",S,41K+900,"10003001",桃園縣
333,CCTV-13-001A-017-001,THB-1R,6377310500030H,https://cctv-ss01.thb.gov.tw:443/T1A-17K+150,https://cctv-ss01.thb.gov.tw:443/T1A-17K+150/snapshot,"0","121.3921","25.01544",龜山鄉萬壽路1段(S),637731H,萬壽路一段,"6",SW,17K+150,"10003001",桃園縣
334,CCTV-13-001A-021-002,THB-1R,3000100101980H,https://cctv-ss01.thb.gov.tw:443/T1A-21K+050,https://cctv-ss01.thb.gov.tw:443/T1A-21K+050/snapshot,"0","121.3626","25.00197",龜山區萬壽路二段嶺頂(S),"300010",台1線,"3",N,21K+050,"10003001",桃園縣
335,CCTV-13-0040-014-002,THB-1R,3000100102515H,https://cctv-ss02.thb.gov.tw:443/T4-14K+700,https://cctv-ss02.thb.gov.tw:443/T4-14K+700/snapshot,"0","121.3121","25.00033",桃園區三民路中山路口(E),"300010",台1線,"3",N,14K+700,"10003001",桃園縣
336,CCTV-13-0150-025-002,THB-1R,6382570500010H,https://cctv-ss01.thb.gov.tw:443/T15-25K+150,https://cctv-ss01.thb.gov.tw:443/T15-25K+150/snapshot,"1","121.2567","25.11321",大園鄉西部濱海公路(台15線25K+150)(N),638257H,濱海路一段,"6",SW,25K+150,"10003001",桃園縣
337,CCTV-13-0610-020-001,THB-1R,6358390100010H,https://cctv-ss08.thb.gov.tw:443/T61-20K+000,https://cctv-ss08.thb.gov.tw:443/T61-20K+000/snapshot,"0","121.2511","25.11632",25.6K標示架(C),635839H,台61側車道,"6",NE,20K+000,"10003001",桃園縣
338,CCTV-13-0610-021-001,THB-1R,6358390500030H,https://cctv-ss08.thb.gov.tw:443/T61-21K+730,https://cctv-ss08.thb.gov.tw:443/T61-21K+730/snapshot,"0","121.2354","25.11063",台61線21K+730,635839H,台61側車道,"6",SW,21K+730,"10003001",桃園縣
339,CCTV-15-0030-047-001,THB-1R,3000300104597H,https://cctv-ss02.thb.gov.tw:443/T3-47K+520,https://cctv-ss02.thb.gov.tw:443/T3-47K+520/snapshot,"0","121.2231","24.87034",龍潭區中興路永興街口(N),"300030",台3線,"3",N,47K+520,"10003001",桃園縣
340,CCTV-15-0030-036-004,THB-1R,6368130600010H,https://cctv-ss02.thb.gov.tw:443/T3-36K+400,https://cctv-ss02.thb.gov.tw:443/T3-36K+400/snapshot,"0","121.2904","24.88454",大溪區信義路忠孝路口(S),636813H,信義路,"6",W,36K+400,"10003001",桃園縣
341,CCTV-12-007B-000-001,THB-1R,3000720000000F,https://cctv-ss03.thb.gov.tw:443/T7B-0K+700,https://cctv-ss03.thb.gov.tw:443/T7B-0K+700/snapshot,"0","121.3684","24.90294",三峽區大埔路台7乙線0K+700(N),"300072",台7乙線,"3",S,0K+700,"10001001",新北市
342,CCTV-12-007B-000-003,THB-1R,3000720000000F,https://cctv-ss03.thb.gov.tw:443/T7B-0K+200,https://cctv-ss03.thb.gov.tw:443/T7B-0K+200/snapshot,"0","121.3666","24.90737",三峽區大埔路起點(S),"300072",台7乙線,"3",S,0K+200,"10001001",新北市
343,CCTV-15-0030-044-001,THB-1R,6354880200000H,https://cctv-ss02.thb.gov.tw:443/T3-44K+900,https://cctv-ss02.thb.gov.tw:443/T3-44K+900/snapshot,"0","121.2442","24.87759",台3線44K+900,635488H,中興路九龍段,"6",E,44K+900,"10003001",桃園縣
344,CCTV-15-0040-027-002,THB-1R,6356300500010H,https://cctv-ss02.thb.gov.tw:443/T4-27K+900,https://cctv-ss02.thb.gov.tw:443/T4-27K+900/snapshot,"0","121.278789","24.893632",大溪區康莊路崎頂(W),635630H,介壽路,"6",SW,27K+900,"10003001",桃園縣
345,CCTV-15-0070-001-002,THB-1R,6373990700030H,https://cctv-ss03.thb.gov.tw:443/T7-1K+200,https://cctv-ss03.thb.gov.tw:443/T7-1K+200/snapshot,"0","121.2947","24.8769",大溪區復興路三層崎(N),637399H,復興路,"6",NW,1K+200,"10003001",桃園縣
346,CCTV-15-0030-039-001,THB-1R,6356300500020H,https://cctv-ss02.thb.gov.tw:443/T3-39K+100,https://cctv-ss02.thb.gov.tw:443/T3-39K+100/snapshot,"1","121.2845","24.89862",台3線39K+100,635630H,介壽路,"6",SW,39K+100,"10003001",桃園縣
347,CCTV-15-003B-010-002,THB-1R,3000320001003H,https://cctv-ss02.thb.gov.tw:443/T3B-10K+000,https://cctv-ss02.thb.gov.tw:443/T3B-10K+000/snapshot,"0","121.2213","24.81835",龍潭區龍源路打鐵坑(N),"300032",台3乙線,"3",S,10K+000,"10003001",桃園縣
348,CCTV-15-007B-013-001,THB-1R,3000720101379H,https://cctv-ss03.thb.gov.tw:443/T7B-13K+900,https://cctv-ss03.thb.gov.tw:443/T7B-13K+900/snapshot,"0","121.3303","24.83437",三民村台7乙線13K+900(N),"300072",台7乙線,"3",N,13K+900,"10003001",桃園縣
349,CCTV-15-0040-029-001,THB-1R,3000400102979H,https://cctv-ss02.thb.gov.tw:443/T4-29K+900,https://cctv-ss02.thb.gov.tw:443/T4-29K+900/snapshot,"0","121.2757","24.87703",大溪區瑞安路崁津大橋北(W),"300040",台4線,"3",W,29K+900,"10003001",桃園縣
350,CCTV-15-003B-002-001,THB-1R,6361140100010H,https://cctv-ss02.thb.gov.tw:443/T3B-2K+300,https://cctv-ss02.thb.gov.tw:443/T3B-2K+300/snapshot,"0","121.2554","24.86735",大溪區石園路中科院(S),636114H,石園路,"6",NE,2K+300,"10003001",桃園縣
351,CCTV-15-0040-037-001,THB-1R,6372450100010H,https://cctv-ss02.thb.gov.tw:443/T4-37K+480,https://cctv-ss02.thb.gov.tw:443/T4-37K+480/snapshot,"0","121.2596","24.82284",大溪區康莊路五段溪洲(E),637245H,康莊路五段,"6",NE,37K+480,"10003001",桃園縣
352,CCTV-15-0070-011-001,THB-1R,6374040600030H,https://cctv-ss03.thb.gov.tw:443/T7-11K+700,https://cctv-ss03.thb.gov.tw:443/T7-11K+700/snapshot,"0","121.3276","24.83173",台7線11K+700,637404H,復興路二段,"6",W,11K+700,"10003001",桃園縣
353,CCTV-15-0070-015-001,THB-1R,3000700101419H,https://cctv-ss03.thb.gov.tw:443/T7-15K+100,https://cctv-ss03.thb.gov.tw:443/T7-15K+100/snapshot,"0","121.3446","24.81975",三民村北橫公路(N),"300070",台7線,"3",N,15K+100,"10003001",桃園縣
