fid,CCTVID,SubAuthorityCode,LinkID,VideoStreamURL,VideoImageURL,LocationType,PositionLon,PositionLat,SurveillanceDescription,RoadID,RoadName,RoadClass,RoadDirection,LocationMile,COUNTYSN,COUNTYNAME
1,CCTV-14-0620-009-002,THB-1R,1006200100900C,https://cctv-ss02.thb.gov.tw:443/T62-9K+020,https://cctv-ss02.thb.gov.tw:443/T62-9K+020/snapshot,"0","121.7321","25.10529",快速公路62號(暖暖交流道到大華系統交流道)(W),"100620",台62線,"1",W,9K+020,"10017001",基隆市
2,CCTV-14-0620-012-012,THB-1R,1006200101200F,https://cctv-ss02.thb.gov.tw:443/T62-12K+460,https://cctv-ss02.thb.gov.tw:443/T62-12K+460/snapshot,"0","121.7624","25.10815",快速公路62號(瑞芳交流道到暖暖交流道)(W),"100620",台62線,"1",W,12K+460,"10001001",新北市
3,CCTV-14-0620-012-007,THB-1R,1006200101260F,https://cctv-ss02.thb.gov.tw:443/T62-12K+805,https://cctv-ss02.thb.gov.tw:443/T62-12K+805/snapshot,"0","121.7657","25.10918",快速公路62號(瑞芳交流道到暖暖交流道)(W),"100620",台62線,"1",W,12K+805,"10001001",新北市
4,CCTV-14-0620-013-004,THB-1R,1006200101300F,https://cctv-ss02.thb.gov.tw:443/T62-13K+155,https://cctv-ss02.thb.gov.tw:443/T62-13K+155/snapshot,"0","121.769","25.11009",快速公路62號(瑞芳交流道到暖暖交流道)(W),"100620",台62線,"1",W,13K+155,"10001001",新北市
5,CCTV-14-0620-014-016,THB-1R,1006200101400F,https://cctv-ss02.thb.gov.tw:443/T62-14K+120,https://cctv-ss02.thb.gov.tw:443/T62-14K+120/snapshot,"0","121.7786","25.11076",快速公路62號(瑞芳交流道到暖暖交流道)(W),"100620",台62線,"1",W,14K+120,"10001001",新北市
6,CCTV-14-0620-014-009,THB-1R,1006200101440F,https://cctv-ss02.thb.gov.tw:443/T62-14K+755,https://cctv-ss02.thb.gov.tw:443/T62-14K+755/snapshot,"0","121.7849","25.11074",快速公路62號(瑞芳交流道到暖暖交流道)(W),"100620",台62線,"1",W,14K+755,"10001001",新北市
7,CCTV-14-0620-017-020,THB-1R,1006200101700F,https://cctv-ss02.thb.gov.tw:443/T62-17K+200,https://cctv-ss02.thb.gov.tw:443/T62-17K+200/snapshot,"0","121.807","25.11882",快速公路62號(瑞濱端到瑞芳交流道)(W),"100620",台62線,"1",W,17K+200,"10001001",新北市
8,CCTV-14-0620-017-015,THB-1R,1006200101740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+468,https://cctv-ss02.thb.gov.tw:443/T62-17K+468/snapshot,"0","121.8095","25.11922",快速公路62號(瑞濱端到瑞芳交流道),"100620",台62線,"1",W,17K+468,"10001001",新北市
9,CCTV-14-0620-017-016,THB-1R,1006200101740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+643,https://cctv-ss02.thb.gov.tw:443/T62-17K+643/snapshot,"0","121.8114","25.11926",快速公路62號(瑞濱端到瑞芳交流道)(W),"100620",台62線,"1",W,17K+643,"10001001",新北市
10,CCTV-14-0620-017-018,THB-1R,1006200101740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+818,https://cctv-ss02.thb.gov.tw:443/T62-17K+818/snapshot,"0","121.8131","25.11926",快速公路62號(瑞濱端到瑞芳交流道)(W),"100620",台62線,"1",W,17K+818,"10001001",新北市
11,CCTV-14-0620-000-016,THB-1R,1006200000000C,https://cctv-ss02.thb.gov.tw:443/T62-0K+325,https://cctv-ss02.thb.gov.tw:443/T62-0K+325/snapshot,"0","121.7028","25.13932",快速公路62號(安樂端到瑪東系統交流道)(W),"100620",台62線,"1",E,0K+325,"10017001",基隆市
12,CCTV-14-0620-000-009,THB-1R,1006200000000C,https://cctv-ss02.thb.gov.tw:443/T62-0K+488,https://cctv-ss02.thb.gov.tw:443/T62-0K+488/snapshot,"0","121.702","25.13804",快速公路62號(安樂端到瑪東系統交流道)(E),"100620",台62線,"1",E,0K+488,"10017001",基隆市
13,CCTV-14-0620-000-011,THB-1R,1006200000000C,https://cctv-ss02.thb.gov.tw:443/T62-0K+838,https://cctv-ss02.thb.gov.tw:443/T62-0K+838/snapshot,"0","121.7001","25.13536",快速公路62號(安樂端到瑪東系統交流道)(E),"100620",台62線,"1",E,0K+838,"10017001",基隆市
14,CCTV-14-0620-001-012,THB-1R,1006200000100C,https://cctv-ss02.thb.gov.tw:443/T62-1K+363,https://cctv-ss02.thb.gov.tw:443/T62-1K+363/snapshot,"0","121.6974","25.13132",快速公路62號(安樂端到瑪東系統交流道)(E),"100620",台62線,"1",E,1K+363,"10017001",基隆市
15,CCTV-14-0620-001-013,THB-1R,1006200000100C,https://cctv-ss02.thb.gov.tw:443/T62-1K+538,https://cctv-ss02.thb.gov.tw:443/T62-1K+538/snapshot,"0","121.6968","25.12979",快速公路62號(安樂端到瑪東系統交流道)(E),"100620",台62線,"1",E,1K+538,"10017001",基隆市
16,CCTV-14-0620-001-019,THB-1R,1006200000170C,https://cctv-ss02.thb.gov.tw:443/T62-1K+900,https://cctv-ss02.thb.gov.tw:443/T62-1K+900/snapshot,"0","121.6976","25.12665",台62線1K+900,"100620",台62線,"1",E,1K+900,"10017001",基隆市
17,CCTV-14-0620-003-003,THB-1R,1006200000310C,https://cctv-ss02.thb.gov.tw:443/T62-3K+360,https://cctv-ss02.thb.gov.tw:443/T62-3K+360/snapshot,"0","121.6933","25.11514",快速公路62號(瑪東系統交流道到七堵交流道)(E),"100620",台62線,"1",E,3K+360,"10017001",基隆市
18,CCTV-14-0620-004-002,THB-1R,1006200100450C,https://cctv-ss02.thb.gov.tw:443/T62-4K+860,https://cctv-ss02.thb.gov.tw:443/T62-4K+860/snapshot,"0","121.6939","25.10237",快速公路62號(七堵交流道到大華系統交流道)(E),"100620",台62線,"1",W,4K+860,"10017001",基隆市
19,CCTV-14-0620-005-002,THB-1R,1006200000600C,https://cctv-ss02.thb.gov.tw:443/T62-5K+950,https://cctv-ss02.thb.gov.tw:443/T62-5K+950/snapshot,"0","121.7034","25.09804",快速公路62號(大華系統交流道到暖暖交流道)(E),"100620",台62線,"1",E,5K+950,"10017001",基隆市
20,CCTV-14-0620-012-011,THB-1R,1006200101260F,https://cctv-ss02.thb.gov.tw:443/T62-12K+990,https://cctv-ss02.thb.gov.tw:443/T62-12K+990/snapshot,"0","121.7666","25.10919",快速公路62號(暖暖交流道到瑞芳交流道)(E),"100620",台62線,"1",W,12K+990,"10001001",新北市
21,CCTV-14-0620-014-013,THB-1R,1006200001440F,https://cctv-ss02.thb.gov.tw:443/T62-14K+495,https://cctv-ss02.thb.gov.tw:443/T62-14K+495/snapshot,"0","121.7823","25.11041",快速公路62號(暖暖交流道到瑞芳交流道)(E),"100620",台62線,"1",E,14K+495,"10001001",新北市
22,CCTV-14-0620-015-002,THB-1R,1006200101500F,https://cctv-ss02.thb.gov.tw:443/T62-15K+040,https://cctv-ss02.thb.gov.tw:443/T62-15K+040/snapshot,"0","121.7876","25.11116",快速公路62號(暖暖交流道到瑞芳交流道)(E),"100620",台62線,"1",W,15K+040,"10001001",新北市
23,CCTV-14-0620-001-014,THB-1R,1006200100100C,https://cctv-ss02.thb.gov.tw:443/T62-1K+088,https://cctv-ss02.thb.gov.tw:443/T62-1K+088/snapshot,"0","121.6992","25.13331",快速公路62號(瑪東系統交流道到安樂端)(W),"100620",台62線,"1",W,1K+088,"10017001",基隆市
24,CCTV-14-0620-016-002,THB-1R,1006200101600C,https://cctv-ss02.thb.gov.tw:443/T62-16K+100,https://cctv-ss02.thb.gov.tw:443/T62-16K+100/snapshot,"0","121.7972","25.11443",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",W,16K+100,"10017001",基隆市
25,CCTV-14-0620-017-011,THB-1R,1006200001740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+438,https://cctv-ss02.thb.gov.tw:443/T62-17K+438/snapshot,"0","121.8094","25.11901",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,17K+438,"10001001",新北市
26,CCTV-14-0620-017-014,THB-1R,1006200001740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+613,https://cctv-ss02.thb.gov.tw:443/T62-17K+613/snapshot,"0","121.8111","25.11903",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,17K+613,"10001001",新北市
27,CCTV-14-0620-017-013,THB-1R,1006200001740F,https://cctv-ss02.thb.gov.tw:443/T62-17K+788,https://cctv-ss02.thb.gov.tw:443/T62-17K+788/snapshot,"0","121.8128","25.11904",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,17K+788,"10001001",新北市
28,CCTV-14-0620-017-012,THB-1R,1006200001800F,https://cctv-ss02.thb.gov.tw:443/T62-17K+963,https://cctv-ss02.thb.gov.tw:443/T62-17K+963/snapshot,"0","121.8146","25.11905",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,17K+963,"10001001",新北市
29,CCTV-14-0620-018-008,THB-1R,1006200001800F,https://cctv-ss02.thb.gov.tw:443/T62-18K+138,https://cctv-ss02.thb.gov.tw:443/T62-18K+138/snapshot,"0","121.8163","25.11913",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,18K+138,"10001001",新北市
30,CCTV-14-0620-018-012,THB-1R,1006201009000F,https://cctv-ss02.thb.gov.tw:443/T62-18K+535,https://cctv-ss02.thb.gov.tw:443/T62-18K+535/snapshot,"0","121.8189","25.12166",快速公路62號(瑞芳交流道到瑞濱端)(E),"100620",台62線,"1",E,18K+535,"10001001",新北市
31,CCTV-14-0620-001-015,THB-1R,1006200100100C,https://cctv-ss02.thb.gov.tw:443/T62-1K+263,https://cctv-ss02.thb.gov.tw:443/T62-1K+263/snapshot,"0","121.6982","25.13195",快速公路62號(瑪東系統交流道到安樂端)(W),"100620",台62線,"1",W,1K+263,"10017001",基隆市
32,CCTV-14-0620-001-018,THB-1R,1006200100100C,https://cctv-ss02.thb.gov.tw:443/T62-1K+613,https://cctv-ss02.thb.gov.tw:443/T62-1K+613/snapshot,"0","121.697","25.12913",快速公路62號(瑪東系統交流道到安樂端)(W),"100620",台62線,"1",W,1K+613,"10017001",基隆市
33,CCTV-12-0640-005-014,THB-1R,1006400100540F,https://cctv-ss08.thb.gov.tw:443/T64-5K+433,https://cctv-ss08.thb.gov.tw:443/T64-5K+433/snapshot,"0","121.422","25.11169",快速公路64號(觀音山交流道到八里交流道)(W),"100640",台64線,"1",W,5K+433,"10001001",新北市
34,CCTV-12-0640-026-002,THB-1R,1006400102670F,https://cctv-ss08.thb.gov.tw:443/T64-26K+830,https://cctv-ss08.thb.gov.tw:443/T64-26K+830/snapshot,"0","121.5075","24.99321",快速公路64號(新店端到中和二交流道)(W),"100640",台64線,"1",W,26K+830,"10001001",新北市
35,CCTV-12-0640-000-006,THB-1R,1006400000000F,https://cctv-ss08.thb.gov.tw:443/T64-0K+585,https://cctv-ss08.thb.gov.tw:443/T64-0K+585/snapshot,"0","121.3957","25.14564",快速公路64號(台北港端到八里交流道)(E),"100640",台64線,"1",E,0K+585,"10001001",新北市
36,CCTV-12-0640-001-002,THB-1R,1006400000100F,https://cctv-ss08.thb.gov.tw:443/T64-1K+285,https://cctv-ss08.thb.gov.tw:443/T64-1K+285/snapshot,"0","121.3986","25.14018",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",E,1K+285,"10001001",新北市
37,CCTV-12-0640-002-004,THB-1R,1006400000200F,https://cctv-ss08.thb.gov.tw:443/T64-2K+700,https://cctv-ss08.thb.gov.tw:443/T64-2K+700/snapshot,"0","121.4025","25.12836",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",E,2K+700,"10001001",新北市
38,CCTV-12-0640-006-004,THB-1R,1006400000580F,https://cctv-ss08.thb.gov.tw:443/T64-6K+000,https://cctv-ss08.thb.gov.tw:443/T64-6K+000/snapshot,"0","121.427","25.10943",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",E,6K+000,"10001001",新北市
39,CCTV-12-0640-011-003,THB-1R,1006400001120F,https://cctv-ss08.thb.gov.tw:443/T64-11K+528,https://cctv-ss08.thb.gov.tw:443/T64-11K+528/snapshot,"0","121.4483","25.08231",快速公路64號(五股一交流道到五股二交流道)(E),"100640",台64線,"1",E,11K+528,"10001001",新北市
40,CCTV-12-0640-009-002,THB-1R,1006401004000F,https://cctv-ss08.thb.gov.tw:443/T64-9K+971,https://cctv-ss08.thb.gov.tw:443/T64-9K+971/snapshot,"0","121.4498","25.09588",快速公路64號(觀音山交流道到五股一交流道)(E),"100640",台64線,"1",E,9K+971,"10001001",新北市
41,CCTV-12-0640-014-002,THB-1R,1006401006000F,https://cctv-ss08.thb.gov.tw:443/T64-14K+872,https://cctv-ss08.thb.gov.tw:443/T64-14K+872/snapshot,"0","121.4718","25.06223",快速公路64號(五股二交流道到三重交流道)(E),"100640",台64線,"1",E,14K+872,"10001001",新北市
42,CCTV-12-0640-017-003,THB-1R,6432220500000F,https://cctv-ss08.thb.gov.tw:443/T64-17K+008,https://cctv-ss08.thb.gov.tw:443/T64-17K+008/snapshot,"0","121.4782","25.0453",快速公路64號(三重交流道到江子翠交流道)(E),643222F,新北大橋機車專用道,"6",SW,17K+008,"10001001",新北市
43,CCTV-12-0640-018-003,THB-1R,1006400001800F,https://cctv-ss08.thb.gov.tw:443/T64-18K+048,https://cctv-ss08.thb.gov.tw:443/T64-18K+048/snapshot,"0","121.478","25.038",快速公路64號(江子翠交流道到板橋交流道)(E),"100640",台64線,"1",E,18K+048,"10001001",新北市
44,CCTV-12-0640-006-003,THB-1R,1006401103000F,https://cctv-ss08.thb.gov.tw:443/T64-6K+401,https://cctv-ss08.thb.gov.tw:443/T64-6K+401/snapshot,"0","121.4308","25.10833",快速公路64號(觀音山交流道到八里交流道)(W),"100640",台64線,"1",W,6K+401,"10001001",新北市
45,CCTV-12-0640-019-002,THB-1R,1006400001900F,https://cctv-ss08.thb.gov.tw:443/T64-19K+631,https://cctv-ss08.thb.gov.tw:443/T64-19K+631/snapshot,"0","121.4634","25.033",快速公路64號(江子翠交流道到板橋交流道)(E),"100640",台64線,"1",E,19K+631,"10001001",新北市
46,CCTV-12-0640-020-002,THB-1R,1006400002060F,https://cctv-ss08.thb.gov.tw:443/T64-20K+517,https://cctv-ss08.thb.gov.tw:443/T64-20K+517/snapshot,"0","121.4666","25.02558",快速公路64號(江子翠交流道到板橋交流道)(E),"100640",台64線,"1",E,20K+517,"10001001",新北市
47,CCTV-12-0640-022-003,THB-1R,1006400002200F,https://cctv-ss08.thb.gov.tw:443/T64-22K+313,https://cctv-ss08.thb.gov.tw:443/T64-22K+313/snapshot,"0","121.4765","25.01222",台64線22K+313,"100640",台64線,"1",E,22K+313,"10001001",新北市
48,CCTV-12-0640-023-002,THB-1R,1006400002300F,https://cctv-ss08.thb.gov.tw:443/T64-23K+750,https://cctv-ss08.thb.gov.tw:443/T64-23K+750/snapshot,"0","121.4848","25.00267",快速公路64號(中和一交流道到中和交流道)(E),"100640",台64線,"1",E,23K+750,"10001001",新北市
49,CCTV-12-0640-024-006,THB-1R,1006400002400F,https://cctv-ss08.thb.gov.tw:443/T64-24K+201,https://cctv-ss08.thb.gov.tw:443/T64-24K+201/snapshot,"0","121.4851","24.99862",快速公路64號(中和交流道到中和二交流道)(W),"100640",台64線,"1",E,24K+201,"10001001",新北市
50,CCTV-12-0640-024-008,THB-1R,1006400002400F,https://cctv-ss08.thb.gov.tw:443/T64-24K+650,https://cctv-ss08.thb.gov.tw:443/T64-24K+650/snapshot,"0","121.486","24.99473",快速公路64號(中和交流道到中和二交流道),"100640",台64線,"1",E,24K+650,"10001001",新北市
51,CCTV-12-0640-025-002,THB-1R,1006400002510F,https://cctv-ss08.thb.gov.tw:443/T64-25K+099,https://cctv-ss08.thb.gov.tw:443/T64-25K+099/snapshot,"0","121.4903","24.9941",快速公路64號(中和交流道到中和二交流道)(E),"100640",台64線,"1",E,25K+099,"10001001",新北市
52,CCTV-12-0640-027-002,THB-1R,1006400102800F,https://cctv-ss08.thb.gov.tw:443/T64-27K+961,https://cctv-ss08.thb.gov.tw:443/T64-27K+961/snapshot,"0","121.5186","24.99188",快速公路64號(中和二交流道到新店端)(E),"100640",台64線,"1",W,27K+961,"10001001",新北市
53,CCTV-12-0650-000-004,THB-1R,4010710100267F,https://cctv-ss08.thb.gov.tw:443/T65-0K+000,https://cctv-ss08.thb.gov.tw:443/T65-0K+000/snapshot,"0","121.4379","25.067",五股端入口到泰山入口(N),"401071",107甲,"4",N,0K+000,"10001001",新北市
54,CCTV-12-0640-000-007,THB-1R,4010802002754F,https://cctv-ss08.thb.gov.tw:443/T64-0K+960,https://cctv-ss08.thb.gov.tw:443/T64-0K+960/snapshot,"0","121.4407","25.08216",快速公路64號(觀音山交流道到八里交流道)(N),"401080","108","4",E,0K+960,"10001001",新北市
55,CCTV-12-0640-008-002,THB-1R,1006400100800F,https://cctv-ss08.thb.gov.tw:443/T64-8K+814,https://cctv-ss08.thb.gov.tw:443/T64-8K+814/snapshot,"0","121.4539","25.10512",快速公路64號(五股一交流道到觀音山交流道)(W),"100640",台64線,"1",W,8K+814,"10001001",新北市
56,CCTV-12-0640-003-034,THB-1R,1006400100300F,https://cctv-ss08.thb.gov.tw:443/T64-3K+000,https://cctv-ss08.thb.gov.tw:443/T64-3K+000/snapshot,"0","121.4047","25.12654",快速公路64號(觀音山交流道到八里交流道)(W),"100640",台64線,"1",W,3K+000,"10001001",新北市
57,CCTV-12-0640-004-028,THB-1R,1006400100400F,https://cctv-ss08.thb.gov.tw:443/T64-4K+040,https://cctv-ss08.thb.gov.tw:443/T64-4K+040/snapshot,"0","121.4112","25.11928",快速公路64號(觀音山交流道到八里交流道)(W),"100640",台64線,"1",W,4K+040,"10001001",新北市
58,CCTV-12-0640-011-004,THB-1R,1006400001120F,https://cctv-ss08.thb.gov.tw:443/T64-11K+938,https://cctv-ss08.thb.gov.tw:443/T64-11K+938/snapshot,"0","121.4498","25.07875",台64線11K+938,"100640",台64線,"1",E,11K+938,"10001001",新北市
59,CCTV-12-0640-015-002,THB-1R,1006400001500F,https://cctv-ss08.thb.gov.tw:443/T64-15K+109,https://cctv-ss08.thb.gov.tw:443/T64-15K+109/snapshot,"0","121.4736","25.06088",快速公路64號(江子翠交流道到三重交流道)(W),"100640",台64線,"1",E,15K+109,"10001001",新北市
60,CCTV-12-0640-005-020,THB-1R,1006400100500F,https://cctv-ss08.thb.gov.tw:443/T64-5K+250,https://cctv-ss08.thb.gov.tw:443/T64-5K+250/snapshot,"0","121.4203","25.11241",快速公路64號(觀音山交流道到八里交流道)(W),"100640",台64線,"1",W,5K+250,"10001001",新北市
61,CCTV-12-0640-002-005,THB-1R,1006400000280F,https://cctv-ss08.thb.gov.tw:443/T64-2K+790,https://cctv-ss08.thb.gov.tw:443/T64-2K+790/snapshot,"0","121.4031","25.12771",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",E,2K+790,"10001001",新北市
62,CCTV-12-0640-017-004,THB-1R,1006400101750F,https://cctv-ss08.thb.gov.tw:443/T64-17K+781,https://cctv-ss08.thb.gov.tw:443/T64-17K+781/snapshot,"0","121.4806","25.03868",快速公路64號(江子翠交流道到三重交流道)(W),"100640",台64線,"1",W,17K+781,"10001001",新北市
63,CCTV-12-0640-004-020,THB-1R,1006400100400F,https://cctv-ss08.thb.gov.tw:443/T64-4K+070,https://cctv-ss08.thb.gov.tw:443/T64-4K+070/snapshot,"0","121.4112","25.11884",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",W,4K+070,"10001001",新北市
64,CCTV-12-0640-018-004,THB-1R,1006400001880F,https://cctv-ss08.thb.gov.tw:443/T64-18K+911,https://cctv-ss08.thb.gov.tw:443/T64-18K+911/snapshot,"0","121.4698","25.03594",快速公路64號(板橋交流道到江子翠交流道)(W),"100640",台64線,"1",E,18K+911,"10001001",新北市
65,CCTV-12-0640-005-016,THB-1R,1006400000500F,https://cctv-ss08.thb.gov.tw:443/T64-5K+120,https://cctv-ss08.thb.gov.tw:443/T64-5K+120/snapshot,"0","121.4191","25.11267",快速公路64號(八里交流道到觀音山交流道)(E),"100640",台64線,"1",E,5K+120,"10001001",新北市
66,CCTV-12-0640-021-004,THB-1R,1006400102150F,https://cctv-ss08.thb.gov.tw:443/T64-21K+552,https://cctv-ss08.thb.gov.tw:443/T64-21K+552/snapshot,"0","121.4719","25.01765",快速公路64號(中和一交流道到板橋交流道)(W),"100640",台64線,"1",W,21K+552,"10001001",新北市
67,CCTV-12-0640-022-004,THB-1R,1006400102200F,https://cctv-ss08.thb.gov.tw:443/T64-22K+871,https://cctv-ss08.thb.gov.tw:443/T64-22K+871/snapshot,"0","121.4813","25.00973",快速公路64號(中和交流道到中和一交流道)(W),"100640",台64線,"1",W,22K+871,"10001001",新北市
68,CCTV-13-0010-017-002,THB-1R,6365550100040H,https://cctv-ss01.thb.gov.tw:443/T1-17K+150,https://cctv-ss01.thb.gov.tw:443/T1-17K+150/snapshot,"0","121.3858","25.00914",龜山鄉東萬壽路,636555H,東萬壽路,"6",NE,17K+150,"10003001",桃園縣
69,CCTV-11-0020-019-004,THB-1R,3000200001756F,https://cctv-ss01.thb.gov.tw:443/T2-19K+150,https://cctv-ss01.thb.gov.tw:443/T2-19K+150/snapshot,"0","121.4972","25.25967",三芝區淡金路古庄(W),"300020",台2線,"3",E,19K+150,"10001001",新北市
70,CCTV-14-002C-001-004,THB-1R,3000230100127C,https://cctv-ss01.thb.gov.tw:443/T2C-1K+450,https://cctv-ss01.thb.gov.tw:443/T2C-1K+450/snapshot,"0","121.7393","25.0926",※預設不顯示(照CMS)(W),"300023",台2丙線,"3",W,1K+450,"10017001",基隆市
71,CCTV-14-002C-009-001,THB-1R,3000230100968F,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-1,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-1/snapshot,"0","121.7801","25.0381",新北市平溪區台2丙線9k+500資訊可變標誌(W),"300023",台2丙線,"3",W,9K+500,"10001001",新北市
72,CCTV-14-002C-009-004,THB-1R,3000230000941F,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-2,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-2/snapshot,"0","121.7803","25.03854",台2丙線9K+500(W),"300023",台2丙線,"3",E,9K+500,"10001001",新北市
73,CCTV-14-002C-009-005,THB-1R,3000230000941F,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-3,https://cctv-ss01.thb.gov.tw:443/T2C-9K+500-3/snapshot,"0","121.7804","25.03883",台2丙線9K+500(W),"300023",台2丙線,"3",E,9K+500,"10001001",新北市
74,CCTV-14-002C-007-015,THB-1R,3000230100758F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+700-3,https://cctv-ss01.thb.gov.tw:443/T2C-7K+700-3/snapshot,"0","121.7725","25.05341",基平隧道南口門架 (進隧道)  (W),"300023",台2丙線,"3",W,7K+700,"10001001",新北市
75,CCTV-14-002C-007-016,THB-1R,3000230100758F,https://cctv-ss01.thb.gov.tw:443/T2C-7K+700-4,https://cctv-ss01.thb.gov.tw:443/T2C-7K+700-4/snapshot,"0","121.7724","25.05334",基平隧道北口門架 (出隧道)  (E),"300023",台2丙線,"3",W,7K+700,"10001001",新北市
76,CCTV-14-002C-022-001,THB-1R,3000230102210F,https://cctv-ss01.thb.gov.tw:443/T2C-22K+900,https://cctv-ss01.thb.gov.tw:443/T2C-22K+900/snapshot,"0","121.8799","25.02343",雙溪區公館,"300023",台2丙線,"3",W,22K+900,"10001001",新北市
77,CCTV-11-0020-049-002,THB-1R,3000200004959F,https://cctv-ss01.thb.gov.tw:443/T2-49K+850,https://cctv-ss01.thb.gov.tw:443/T2-49K+850/snapshot,"0","121.6894","25.18104",萬里區濱海公路、瑪鍊路口(W),"300020",台2線,"3",E,49K+850,"10001001",新北市
78,CCTV-11-0090-056-002,THB-1R,3000900005577F,https://cctv-ss03.thb.gov.tw:443/T9-56K+400,https://cctv-ss03.thb.gov.tw:443/T9-56K+400/snapshot,"0","121.7738","24.86649",新北市坪林區台9線56k+400(S),"300090",台9線,"3",S,56K+400,"10001001",新北市
79,CCTV-14-062A-003-023,THB-1R,1006210100370C,https://cctv-ss02.thb.gov.tw:443/T62A-3K+681,https://cctv-ss02.thb.gov.tw:443/T62A-3K+681/snapshot,"0","121.7797","25.12434",北上線三號隧道(N),"100621",台62甲線,"1",W,3K+681,"10017001",基隆市
80,CCTV-14-062A-003-024,THB-1R,1006210100370C,https://cctv-ss02.thb.gov.tw:443/T62A-3K+941,https://cctv-ss02.thb.gov.tw:443/T62A-3K+941/snapshot,"0","121.7808","25.12273",北上線三號隧道(N),"100621",台62甲線,"1",W,3K+941,"10017001",基隆市
81,CCTV-14-062A-004-038,THB-1R,1006210100400C,https://cctv-ss02.thb.gov.tw:443/T62A-4K+201,https://cctv-ss02.thb.gov.tw:443/T62A-4K+201/snapshot,"0","121.7821","25.121",北上線三號隧道(N),"100621",台62甲線,"1",W,4K+201,"10017001",基隆市
82,CCTV-14-062A-004-009,THB-1R,1006210100400C,https://cctv-ss02.thb.gov.tw:443/T62A-4K+461,https://cctv-ss02.thb.gov.tw:443/T62A-4K+461/snapshot,"0","121.782","25.11901",北上線三號隧道(N),"100621",台62甲線,"1",W,4K+461,"10017001",基隆市
83,CCTV-14-062A-003-015,THB-1R,1006210000370C,https://cctv-ss02.thb.gov.tw:443/T62A-3K+725,https://cctv-ss02.thb.gov.tw:443/T62A-3K+725/snapshot,"0","121.7797","25.124",南下線三號隧道(S),"100621",台62甲線,"1",E,3K+725,"10017001",基隆市
84,CCTV-14-062A-004-014,THB-1R,1006210100460F,https://cctv-ss02.thb.gov.tw:443/T62A-4K+721,https://cctv-ss02.thb.gov.tw:443/T62A-4K+721/snapshot,"0","121.7773","25.11677",北上線三號隧道(N),"100621",台62甲線,"1",W,4K+721,"10001001",新北市
85,CCTV-14-062A-000-010,THB-1R,1006210100080C,https://cctv-ss02.thb.gov.tw:443/T62A-0K+714,https://cctv-ss02.thb.gov.tw:443/T62A-0K+714/snapshot,"0","121.7586","25.13921",台62甲線0K+714(N),"100621",台62甲線,"1",W,0K+714,"10017001",基隆市
86,CCTV-14-062A-001-003,THB-1R,1006210100110C,https://cctv-ss02.thb.gov.tw:443/T62A-1K+163,https://cctv-ss02.thb.gov.tw:443/T62A-1K+163/snapshot,"0","121.7628","25.13777",台62甲線1K+163(逆),"100621",台62甲線,"1",W,1K+163,"10017001",基隆市
87,CCTV-14-062A-001-005,THB-1R,1006210100110C,https://cctv-ss02.thb.gov.tw:443/T62A-1K+270-1,https://cctv-ss02.thb.gov.tw:443/T62A-1K+270-1/snapshot,"0","121.7641","25.13754",二號隧道(N),"100621",台62甲線,"1",W,1K+270,"10017001",基隆市
88,CCTV-14-062A-001-001,THB-1R,1006210100140C,https://cctv-ss02.thb.gov.tw:443/T62A-1K+982,https://cctv-ss02.thb.gov.tw:443/T62A-1K+982/snapshot,"0","121.7705","25.13608",北上線二號箱涵北上出口(N),"100621",台62甲線,"1",W,1K+982,"10017001",基隆市
89,CCTV-14-062A-002-002,THB-1R,1006210100200C,https://cctv-ss02.thb.gov.tw:443/T62A-2K+590,https://cctv-ss02.thb.gov.tw:443/T62A-2K+590/snapshot,"0","121.7732","25.13145",台62甲線2K+590,"100621",台62甲線,"1",W,2K+590,"10017001",基隆市
