id,X,Y
373,123.4578,26.7233
374,123.5328,26.7233
375,117.9828,26.6483
376,118.0578,26.6483
377,118.1328,26.6483
378,118.2078,26.6483
379,118.2828,26.6483
380,118.3578,26.6483
381,118.4328,26.6483
382,118.5078,26.6483
383,118.5828,26.6483
384,118.6578,26.6483
385,118.7328,26.6483
386,118.8078,26.6483
387,118.8828,26.6483
388,118.9578,26.6483
389,119.0328,26.6483
390,119.1078,26.6483
391,119.1828,26.6483
392,119.2578,26.6483
393,119.3328,26.6483
394,119.4078,26.6483
395,119.4828,26.6483
396,119.5578,26.6483
397,119.6328,26.6483
398,119.7078,26.6483
399,119.7828,26.6483
400,119.8578,26.6483
401,119.9328,26.6483
402,120.0078,26.6483
403,120.0828,26.6483
404,120.1578,26.6483
405,120.2328,26.6483
406,120.3078,26.6483
407,120.3828,26.6483
408,120.4578,26.6483
409,120.5328,26.6483
410,120.6078,26.6483
411,120.6828,26.6483
412,120.7578,26.6483
413,120.8328,26.6483
414,120.9078,26.6483
415,120.9828,26.6483
416,121.0578,26.6483
417,121.1328,26.6483
418,121.2078,26.6483
419,121.2828,26.6483
420,121.3578,26.6483
421,121.4328,26.6483
422,121.5078,26.6483
423,121.5828,26.6483
424,121.6578,26.6483
425,121.7328,26.6483
426,121.8078,26.6483
427,121.8828,26.6483
428,121.9578,26.6483
429,122.0328,26.6483
430,122.1078,26.6483
431,122.1828,26.6483
432,122.2578,26.6483
433,122.3328,26.6483
434,122.4078,26.6483
435,122.4828,26.6483
436,122.5578,26.6483
437,122.6328,26.6483
438,122.7078,26.6483
439,122.7828,26.6483
440,122.8578,26.6483
441,122.9328,26.6483
442,123.0078,26.6483
443,123.0828,26.6483
444,123.1578,26.6483
445,123.2328,26.6483
446,123.3078,26.6483
447,123.3828,26.6483
448,123.4578,26.6483
449,123.5328,26.6483
450,117.9828,26.5733
451,118.0578,26.5733
452,118.1328,26.5733
453,118.2078,26.5733
454,118.2828,26.5733
455,118.3578,26.5733
456,118.4328,26.5733
457,118.5078,26.5733
458,118.5828,26.5733
459,118.6578,26.5733
460,118.7328,26.5733
461,118.8078,26.5733
462,118.8828,26.5733
463,118.9578,26.5733
464,119.0328,26.5733
465,119.1078,26.5733
466,119.1828,26.5733
467,119.2578,26.5733
468,119.3328,26.5733
469,119.4078,26.5733
470,119.4828,26.5733
471,119.5578,26.5733
472,119.6328,26.5733
473,119.7078,26.5733
474,119.7828,26.5733
475,119.8578,26.5733
476,119.9328,26.5733
477,120.0078,26.5733
478,120.0828,26.5733
479,120.1578,26.5733
480,120.2328,26.5733
481,120.3078,26.5733
482,120.3828,26.5733
483,120.4578,26.5733
484,120.5328,26.5733
485,120.6078,26.5733
486,120.6828,26.5733
487,120.7578,26.5733
488,120.8328,26.5733
489,120.9078,26.5733
490,120.9828,26.5733
491,121.0578,26.5733
492,121.1328,26.5733
493,121.2078,26.5733
494,121.2828,26.5733
495,121.3578,26.5733
496,121.4328,26.5733
497,121.5078,26.5733
498,121.5828,26.5733
499,121.6578,26.5733
500,121.7328,26.5733
501,121.8078,26.5733
502,121.8828,26.5733
503,121.9578,26.5733
504,122.0328,26.5733
505,122.1078,26.5733
506,122.1828,26.5733
507,122.2578,26.5733
508,122.3328,26.5733
509,122.4078,26.5733
510,122.4828,26.5733
511,122.5578,26.5733
512,122.6328,26.5733
513,122.7078,26.5733
514,122.7828,26.5733
515,122.8578,26.5733
516,122.9328,26.5733
517,123.0078,26.5733
518,123.0828,26.5733
519,123.1578,26.5733
520,123.2328,26.5733
521,123.3078,26.5733
522,123.3828,26.5733
523,123.4578,26.5733
524,123.5328,26.5733
525,117.9828,26.4983
526,118.0578,26.4983
527,118.1328,26.4983
528,118.2078,26.4983
529,118.2828,26.4983
530,118.3578,26.4983
531,118.4328,26.4983
532,118.5078,26.4983
533,118.5828,26.4983
534,118.6578,26.4983
535,118.7328,26.4983
536,118.8078,26.4983
537,118.8828,26.4983
538,118.9578,26.4983
539,119.0328,26.4983
540,119.1078,26.4983
541,119.1828,26.4983
542,119.2578,26.4983
543,119.3328,26.4983
544,119.4078,26.4983
545,119.4828,26.4983
546,119.5578,26.4983
547,119.6328,26.4983
548,119.7078,26.4983
549,119.7828,26.4983
550,119.8578,26.4983
551,119.9328,26.4983
552,120.0078,26.4983
553,120.0828,26.4983
554,120.1578,26.4983
555,120.2328,26.4983
556,120.3078,26.4983
557,120.3828,26.4983
558,120.4578,26.4983
559,120.5328,26.4983
560,120.6078,26.4983
561,120.6828,26.4983
562,120.7578,26.4983
563,120.8328,26.4983
564,120.9078,26.4983
565,120.9828,26.4983
566,121.0578,26.4983
567,121.1328,26.4983
568,121.2078,26.4983
569,121.2828,26.4983
570,121.3578,26.4983
571,121.4328,26.4983
572,121.5078,26.4983
573,121.5828,26.4983
574,121.6578,26.4983
575,121.7328,26.4983
576,121.8078,26.4983
577,121.8828,26.4983
578,121.9578,26.4983
579,122.0328,26.4983
580,122.1078,26.4983
581,122.1828,26.4983
582,122.2578,26.4983
583,122.3328,26.4983
584,122.4078,26.4983
585,122.4828,26.4983
586,122.5578,26.4983
587,122.6328,26.4983
588,122.7078,26.4983
589,122.7828,26.4983
590,122.8578,26.4983
591,122.9328,26.4983
592,123.0078,26.4983
593,123.0828,26.4983
594,123.1578,26.4983
595,123.2328,26.4983
596,123.3078,26.4983
597,123.3828,26.4983
598,123.4578,26.4983
599,123.5328,26.4983
600,117.9828,26.4233
601,118.0578,26.4233
602,118.1328,26.4233
603,118.2078,26.4233
604,118.2828,26.4233
605,118.3578,26.4233
606,118.4328,26.4233
607,118.5078,26.4233
608,118.5828,26.4233
609,118.6578,26.4233
610,118.7328,26.4233
611,118.8078,26.4233
612,118.8828,26.4233
613,118.9578,26.4233
614,119.0328,26.4233
615,119.1078,26.4233
616,119.1828,26.4233
617,119.2578,26.4233
618,119.3328,26.4233
619,119.4078,26.4233
620,119.4828,26.4233
621,119.5578,26.4233
622,119.6328,26.4233
623,119.7078,26.4233
624,119.7828,26.4233
625,119.8578,26.4233
626,119.9328,26.4233
627,120.0078,26.4233
628,120.0828,26.4233
629,120.1578,26.4233
630,120.2328,26.4233
631,120.3078,26.4233
632,120.3828,26.4233
633,120.4578,26.4233
634,120.5328,26.4233
635,120.6078,26.4233
636,120.6828,26.4233
637,120.7578,26.4233
638,120.8328,26.4233
639,120.9078,26.4233
640,120.9828,26.4233
641,121.0578,26.4233
642,121.1328,26.4233
643,121.2078,26.4233
644,121.2828,26.4233
645,121.3578,26.4233
646,121.4328,26.4233
647,121.5078,26.4233
648,121.5828,26.4233
649,121.6578,26.4233
650,121.7328,26.4233
651,121.8078,26.4233
652,121.8828,26.4233
653,121.9578,26.4233
654,122.0328,26.4233
655,122.1078,26.4233
656,122.1828,26.4233
657,122.2578,26.4233
658,122.3328,26.4233
659,122.4078,26.4233
660,122.4828,26.4233
661,122.5578,26.4233
662,122.6328,26.4233
663,122.7078,26.4233
664,122.7828,26.4233
665,122.8578,26.4233
666,122.9328,26.4233
667,123.0078,26.4233
668,123.0828,26.4233
669,123.1578,26.4233
670,123.2328,26.4233
671,123.3078,26.4233
672,123.3828,26.4233
673,123.4578,26.4233
674,123.5328,26.4233
675,117.9828,26.3483
676,118.0578,26.3483
677,118.1328,26.3483
678,118.2078,26.3483
679,118.2828,26.3483
680,118.3578,26.3483
681,118.4328,26.3483
682,118.5078,26.3483
683,118.5828,26.3483
684,118.6578,26.3483
685,118.7328,26.3483
686,118.8078,26.3483
687,118.8828,26.3483
688,118.9578,26.3483
689,119.0328,26.3483
690,119.1078,26.3483
691,119.1828,26.3483
692,119.2578,26.3483
693,119.3328,26.3483
694,119.4078,26.3483
695,119.4828,26.3483
696,119.5578,26.3483
697,119.6328,26.3483
698,119.7078,26.3483
699,119.7828,26.3483
700,119.8578,26.3483
701,119.9328,26.3483
702,120.0078,26.3483
703,120.0828,26.3483
704,120.1578,26.3483
705,120.2328,26.3483
706,120.3078,26.3483
707,120.3828,26.3483
708,120.4578,26.3483
709,120.5328,26.3483
710,120.6078,26.3483
711,120.6828,26.3483
712,120.7578,26.3483
713,120.8328,26.3483
714,120.9078,26.3483
715,120.9828,26.3483
716,121.0578,26.3483
717,121.1328,26.3483
718,121.2078,26.3483
719,121.2828,26.3483
720,121.3578,26.3483
721,121.4328,26.3483
722,121.5078,26.3483
723,121.5828,26.3483
724,121.6578,26.3483
725,121.7328,26.3483
726,121.8078,26.3483
727,121.8828,26.3483
728,121.9578,26.3483
729,122.0328,26.3483
730,122.1078,26.3483
731,122.1828,26.3483
732,122.2578,26.3483
733,122.3328,26.3483
734,122.4078,26.3483
735,122.4828,26.3483
736,122.5578,26.3483
737,122.6328,26.3483
738,122.7078,26.3483
739,122.7828,26.3483
740,122.8578,26.3483
741,122.9328,26.3483
742,123.0078,26.3483
743,123.0828,26.3483
744,123.1578,26.3483
745,123.2328,26.3483
746,123.3078,26.3483
747,123.3828,26.3483
748,123.4578,26.3483
749,123.5328,26.3483
750,117.9828,26.2733
751,118.0578,26.2733
752,118.1328,26.2733
753,118.2078,26.2733
754,118.2828,26.2733
755,118.3578,26.2733
756,118.4328,26.2733
757,118.5078,26.2733
758,118.5828,26.2733
759,118.6578,26.2733
760,118.7328,26.2733
761,118.8078,26.2733
762,118.8828,26.2733
763,118.9578,26.2733
764,119.0328,26.2733
765,119.1078,26.2733
766,119.1828,26.2733
767,119.2578,26.2733
768,119.3328,26.2733
769,119.4078,26.2733
770,119.4828,26.2733
771,119.5578,26.2733
772,119.6328,26.2733
773,119.7078,26.2733
774,119.7828,26.2733
775,119.8578,26.2733
776,119.9328,26.2733
777,120.0078,26.2733
778,120.0828,26.2733
779,120.1578,26.2733
780,120.2328,26.2733
781,120.3078,26.2733
782,120.3828,26.2733
783,120.4578,26.2733
784,120.5328,26.2733
785,120.6078,26.2733
786,120.6828,26.2733
787,120.7578,26.2733
788,120.8328,26.2733
789,120.9078,26.2733
790,120.9828,26.2733
791,121.0578,26.2733
792,121.1328,26.2733
793,121.2078,26.2733
794,121.2828,26.2733
795,121.3578,26.2733
796,121.4328,26.2733
797,121.5078,26.2733
798,121.5828,26.2733
799,121.6578,26.2733
800,121.7328,26.2733
801,121.8078,26.2733
802,121.8828,26.2733
803,121.9578,26.2733
804,122.0328,26.2733
805,122.1078,26.2733
806,122.1828,26.2733
807,122.2578,26.2733
808,122.3328,26.2733
809,122.4078,26.2733
810,122.4828,26.2733
811,122.5578,26.2733
812,122.6328,26.2733
813,122.7078,26.2733
814,122.7828,26.2733
815,122.8578,26.2733
816,122.9328,26.2733
817,123.0078,26.2733
818,123.0828,26.2733
819,123.1578,26.2733
820,123.2328,26.2733
821,123.3078,26.2733
822,123.3828,26.2733
823,123.4578,26.2733
824,123.5328,26.2733
825,117.9828,26.1983
826,118.0578,26.1983
827,118.1328,26.1983
828,118.2078,26.1983
829,118.2828,26.1983
830,118.3578,26.1983
831,118.4328,26.1983
832,118.5078,26.1983
833,118.5828,26.1983
834,118.6578,26.1983
835,118.7328,26.1983
836,118.8078,26.1983
837,118.8828,26.1983
838,118.9578,26.1983
839,119.0328,26.1983
840,119.1078,26.1983
841,119.1828,26.1983
842,119.2578,26.1983
843,119.3328,26.1983
844,119.4078,26.1983
845,119.4828,26.1983
846,119.5578,26.1983
847,119.6328,26.1983
848,119.7078,26.1983
849,119.7828,26.1983
850,119.8578,26.1983
851,119.9328,26.1983
852,120.0078,26.1983
853,120.0828,26.1983
854,120.1578,26.1983
855,120.2328,26.1983
856,120.3078,26.1983
857,120.3828,26.1983
858,120.4578,26.1983
859,120.5328,26.1983
860,120.6078,26.1983
861,120.6828,26.1983
862,120.7578,26.1983
863,120.8328,26.1983
864,120.9078,26.1983
865,120.9828,26.1983
866,121.0578,26.1983
867,121.1328,26.1983
868,121.2078,26.1983
869,121.2828,26.1983
870,121.3578,26.1983
871,121.4328,26.1983
872,121.5078,26.1983
873,121.5828,26.1983
874,121.6578,26.1983
875,121.7328,26.1983
876,121.8078,26.1983
877,121.8828,26.1983
878,121.9578,26.1983
879,122.0328,26.1983
880,122.1078,26.1983
881,122.1828,26.1983
882,122.2578,26.1983
883,122.3328,26.1983
884,122.4078,26.1983
885,122.4828,26.1983
886,122.5578,26.1983
887,122.6328,26.1983
888,122.7078,26.1983
889,122.7828,26.1983
890,122.8578,26.1983
891,122.9328,26.1983
892,123.0078,26.1983
893,123.0828,26.1983
894,123.1578,26.1983
895,123.2328,26.1983
896,123.3078,26.1983
897,123.3828,26.1983
898,123.4578,26.1983
899,123.5328,26.1983
900,117.9828,26.1233
901,118.0578,26.1233
902,118.1328,26.1233
903,118.2078,26.1233
904,118.2828,26.1233
905,118.3578,26.1233
906,118.4328,26.1233
907,118.5078,26.1233
908,118.5828,26.1233
909,118.6578,26.1233
910,118.7328,26.1233
911,118.8078,26.1233
912,118.8828,26.1233
913,118.9578,26.1233
914,119.0328,26.1233
915,119.1078,26.1233
916,119.1828,26.1233
917,119.2578,26.1233
918,119.3328,26.1233
919,119.4078,26.1233
920,119.4828,26.1233
921,119.5578,26.1233
922,119.6328,26.1233
923,119.7078,26.1233
924,119.7828,26.1233
925,119.8578,26.1233
926,119.9328,26.1233
927,120.0078,26.1233
928,120.0828,26.1233
929,120.1578,26.1233
930,120.2328,26.1233
931,120.3078,26.1233
932,120.3828,26.1233
933,120.4578,26.1233
934,120.5328,26.1233
935,120.6078,26.1233
936,120.6828,26.1233
937,120.7578,26.1233
938,120.8328,26.1233
939,120.9078,26.1233
940,120.9828,26.1233
941,121.0578,26.1233
942,121.1328,26.1233
943,121.2078,26.1233
944,121.2828,26.1233
945,121.3578,26.1233
946,121.4328,26.1233
947,121.5078,26.1233
948,121.5828,26.1233
949,121.6578,26.1233
950,121.7328,26.1233
951,121.8078,26.1233
952,121.8828,26.1233
953,121.9578,26.1233
954,122.0328,26.1233
955,122.1078,26.1233
956,122.1828,26.1233
957,122.2578,26.1233
958,122.3328,26.1233
959,122.4078,26.1233
960,122.4828,26.1233
961,122.5578,26.1233
962,122.6328,26.1233
963,122.7078,26.1233
964,122.7828,26.1233
965,122.8578,26.1233
966,122.9328,26.1233
967,123.0078,26.1233
968,123.0828,26.1233
969,123.1578,26.1233
970,123.2328,26.1233
971,123.3078,26.1233
972,123.3828,26.1233
973,123.4578,26.1233
974,123.5328,26.1233
975,117.9828,26.0483
976,118.0578,26.0483
977,118.1328,26.0483
978,118.2078,26.0483
979,118.2828,26.0483
980,118.3578,26.0483
981,118.4328,26.0483
982,118.5078,26.0483
983,118.5828,26.0483
984,118.6578,26.0483
985,118.7328,26.0483
986,118.8078,26.0483
987,118.8828,26.0483
988,118.9578,26.0483
989,119.0328,26.0483
990,119.1078,26.0483
991,119.1828,26.0483
992,119.2578,26.0483
993,119.3328,26.0483
994,119.4078,26.0483
995,119.4828,26.0483
996,119.5578,26.0483
997,119.6328,26.0483
998,119.7078,26.0483
999,119.7828,26.0483
1000,119.8578,26.0483
1001,119.9328,26.0483
1002,120.0078,26.0483
1003,120.0828,26.0483
1004,120.1578,26.0483
1005,120.2328,26.0483
1006,120.3078,26.0483
1007,120.3828,26.0483
1008,120.4578,26.0483
1009,120.5328,26.0483
1010,120.6078,26.0483
1011,120.6828,26.0483
1012,120.7578,26.0483
1013,120.8328,26.0483
1014,120.9078,26.0483
1015,120.9828,26.0483
1016,121.0578,26.0483
1017,121.1328,26.0483
1018,121.2078,26.0483
1019,121.2828,26.0483
1020,121.3578,26.0483
1021,121.4328,26.0483
1022,121.5078,26.0483
1023,121.5828,26.0483
1024,121.6578,26.0483
1025,121.7328,26.0483
1026,121.8078,26.0483
1027,121.8828,26.0483
1028,121.9578,26.0483
1029,122.0328,26.0483
1030,122.1078,26.0483
1031,122.1828,26.0483
1032,122.2578,26.0483
1033,122.3328,26.0483
1034,122.4078,26.0483
1035,122.4828,26.0483
1036,122.5578,26.0483
1037,122.6328,26.0483
1038,122.7078,26.0483
1039,122.7828,26.0483
1040,122.8578,26.0483
1041,122.9328,26.0483
1042,123.0078,26.0483
1043,123.0828,26.0483
1044,123.1578,26.0483
1045,123.2328,26.0483
1046,123.3078,26.0483
1047,123.3828,26.0483
1048,123.4578,26.0483
1049,123.5328,26.0483
1050,117.9828,25.9733
1051,118.0578,25.9733
1052,118.1328,25.9733
1053,118.2078,25.9733
1054,118.2828,25.9733
1055,118.3578,25.9733
1056,118.4328,25.9733
1057,118.5078,25.9733
1058,118.5828,25.9733
1059,118.6578,25.9733
1060,118.7328,25.9733
1061,118.8078,25.9733
1062,118.8828,25.9733
1063,118.9578,25.9733
1064,119.0328,25.9733
1065,119.1078,25.9733
1066,119.1828,25.9733
1067,119.2578,25.9733
1068,119.3328,25.9733
1069,119.4078,25.9733
1070,119.4828,25.9733
1071,119.5578,25.9733
1072,119.6328,25.9733
1073,119.7078,25.9733
1074,119.7828,25.9733
1075,119.8578,25.9733
1076,119.9328,25.9733
1077,120.0078,25.9733
1078,120.0828,25.9733
1079,120.1578,25.9733
1080,120.2328,25.9733
1081,120.3078,25.9733
1082,120.3828,25.9733
1083,120.4578,25.9733
1084,120.5328,25.9733
1085,120.6078,25.9733
1086,120.6828,25.9733
1087,120.7578,25.9733
1088,120.8328,25.9733
1089,120.9078,25.9733
1090,120.9828,25.9733
1091,121.0578,25.9733
1092,121.1328,25.9733
1093,121.2078,25.9733
1094,121.2828,25.9733
1095,121.3578,25.9733
1096,121.4328,25.9733
1097,121.5078,25.9733
1098,121.5828,25.9733
1099,121.6578,25.9733
1100,121.7328,25.9733
1101,121.8078,25.9733
1102,121.8828,25.9733
1103,121.9578,25.9733
1104,122.0328,25.9733
1105,122.1078,25.9733
1106,122.1828,25.9733
1107,122.2578,25.9733
1108,122.3328,25.9733
1109,122.4078,25.9733
1110,122.4828,25.9733
1111,122.5578,25.9733
1112,122.6328,25.9733
1113,122.7078,25.9733
1114,122.7828,25.9733
1115,122.8578,25.9733
1116,122.9328,25.9733
1117,123.0078,25.9733
1118,123.0828,25.9733
1119,123.1578,25.9733
1120,123.2328,25.9733
1121,123.3078,25.9733
1122,123.3828,25.9733
1123,123.4578,25.9733
1124,123.5328,25.9733
1125,117.9828,25.8983
1126,118.0578,25.8983
1127,118.1328,25.8983
1128,118.2078,25.8983
1129,118.2828,25.8983
1130,118.3578,25.8983
1131,118.4328,25.8983
1132,118.5078,25.8983
1133,118.5828,25.8983
1134,118.6578,25.8983
1135,118.7328,25.8983
1136,118.8078,25.8983
1137,118.8828,25.8983
1138,118.9578,25.8983
1139,119.0328,25.8983
1140,119.1078,25.8983
1141,119.1828,25.8983
1142,119.2578,25.8983
1143,119.3328,25.8983
1144,119.4078,25.8983
1145,119.4828,25.8983
1146,119.5578,25.8983
1147,119.6328,25.8983
1148,119.7078,25.8983
1149,119.7828,25.8983
1150,119.8578,25.8983
1151,119.9328,25.8983
